ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Amount Converted,Subscription Length,Free Trial User,Web User,Email Subscriber,Push Notifications,Open Count,Click Count,Send Count
29439,DAR,Limited,INITIAL_PURCHASE,Web,0,548,0,1,1,1,0,0,131
30331,DAR,Limited,INITIAL_PURCHASE,Web,0,183,0,0,0,0,0,0,32
31142,DAR,Limited,INITIAL_PURCHASE,Web,0,183,0,1,1,1,0,0,141
31418,DAR,Limited,INITIAL_PURCHASE,Web,0,181,0,0,0,0,0,0,46
32515,DAR,Limited,INITIAL_PURCHASE,Web,0,184,0,1,1,1,0,0,17
32963,DAR,Limited,INITIAL_PURCHASE,Web,0,183,0,1,1,1,0,0,134
33910,DAR,Limited,INITIAL_PURCHASE,Web,0,92,0,0,0,0,NULL,NULL,NULL
34969,DAR,Limited,INITIAL_PURCHASE,Web,0,189,0,0,0,0,4,0,50
36716,DAR,Limited,INITIAL_PURCHASE,Web,0,92,0,1,0,1,NULL,NULL,NULL
37118,DAR,Limited,INITIAL_PURCHASE,Web,0,183,0,1,0,1,0,0,32
37639,DAR,Limited,INITIAL_PURCHASE,Web,0,96,0,0,0,0,NULL,NULL,NULL
38372,DAR,Limited,INITIAL_PURCHASE,Web,0,238,0,0,0,0,3,0,46
38412,DAR,Limited,INITIAL_PURCHASE,Web,0,552,0,1,0,1,NULL,NULL,NULL
38687,DAR,Limited,INITIAL_PURCHASE,Web,0,92,0,1,0,1,NULL,NULL,NULL
38701,DAR,Limited,INITIAL_PURCHASE,Web,0,181,0,0,0,0,NULL,NULL,NULL
32302,DEU,Lifetime,INITIAL_PURCHASE,Web,412.97,28888,0,1,0,1,0,0,1
18822,DEU,Limited,INITIAL_PURCHASE,Web,283.1108999,731,0,1,0,1,1,0,1
7137,DEU,Limited,INITIAL_PURCHASE,Web,257.199155,730,0,0,1,1,1,0,4
2247,DEU,Lifetime,INITIAL_PURCHASE,Web,226.382546,28936,0,0,1,1,0,0,3
10642,DEU,Limited,INITIAL_PURCHASE,Web,222.7357985,31,0,1,0,1,NULL,NULL,NULL
24618,DEU,Limited,INITIAL_PURCHASE,Web,217.5532671,82,0,0,0,0,NULL,NULL,NULL
15345,DEU,Lifetime,INITIAL_PURCHASE,Web,212.93,28778,0,1,1,1,0,0,6
3813,DEU,Limited,INITIAL_PURCHASE,Web,209.6531405,182,1,1,1,1,0,0,5
2873,DEU,Limited,INITIAL_PURCHASE,Web,206.01,88,0,0,1,1,11,7,17
6992,DEU,Lifetime,INITIAL_PURCHASE,Web,201.47,28859,0,0,1,1,3,0,3
35195,DEU,Lifetime,INITIAL_PURCHASE,Web,201.47,28879,0,0,0,0,4,0,8
38095,DEU,Lifetime,INITIAL_PURCHASE,Web,195.9925444,29096,0,0,0,0,NULL,NULL,NULL
1102,DEU,Lifetime,INITIAL_PURCHASE,Web,195.11,29255,0,1,1,1,17,0,21
35028,DEU,Lifetime,INITIAL_PURCHASE,Web,190.89,28956,0,0,0,0,0,0,1
1748,DEU,Lifetime,INITIAL_PURCHASE,Web,189,28943,0,0,0,1,5,0,5
3085,DEU,Lifetime,INITIAL_PURCHASE,Web,189,28807,0,1,1,1,8,6,13
3188,DEU,Lifetime,INITIAL_PURCHASE,Web,189,29032,1,1,1,1,1,0,1
22912,DEU,Limited,INITIAL_PURCHASE,Web,189,54,1,1,1,1,0,0,1
25239,DEU,Lifetime,INITIAL_PURCHASE,Web,189,28879,0,0,0,0,0,0,2
19893,DEU,Lifetime,INITIAL_PURCHASE,Web,179,28884,0,1,1,1,0,0,1
27785,DEU,Lifetime,INITIAL_PURCHASE,Web,179,28888,0,0,0,0,NULL,NULL,NULL
29470,DEU,Lifetime,INITIAL_PURCHASE,Web,179,28879,0,0,0,0,0,0,1
32186,DEU,Lifetime,INITIAL_PURCHASE,Web,179,28888,0,0,0,0,NULL,NULL,NULL
34781,DEU,Limited,RENEWAL,Web,179,364,0,0,0,0,1,0,1
37749,DEU,Lifetime,INITIAL_PURCHASE,Web,179,28873,0,0,0,0,NULL,NULL,NULL
38258,DEU,Limited,RENEWAL,Web,173.1648375,364,0,0,0,0,3,0,4
11719,DEU,Lifetime,INITIAL_PURCHASE,Web,173,28886,0,0,1,1,0,0,3
7674,DEU,Limited,INITIAL_PURCHASE,Web,171.49,731,0,1,1,1,0,0,3
20947,DEU,Limited,INITIAL_PURCHASE,Web,168.8722057,391,0,1,1,1,NULL,NULL,NULL
1463,DEU,Lifetime,INITIAL_PURCHASE,Web,166.0837017,28768,1,1,1,1,0,0,1
14548,DEU,Lifetime,INITIAL_PURCHASE,Web,164.2363725,28893,0,0,0,0,0,0,4
13266,DEU,Limited,INITIAL_PURCHASE,Web,157.0178435,731,0,1,0,1,0,0,1
5658,DEU,Limited,INITIAL_PURCHASE,Web,155.12,731,0,1,1,1,NULL,NULL,NULL
24450,DEU,Limited,INITIAL_PURCHASE,Web,154.6595226,761,1,1,1,1,0,0,1
29522,DEU,Limited,INITIAL_PURCHASE,Web,153.25,731,0,0,0,0,NULL,NULL,NULL
1447,DEU,Limited,INITIAL_PURCHASE,Web,153.0878824,184,0,1,1,1,0,0,29
16953,DEU,Limited,INITIAL_PURCHASE,Web,152.39,731,0,0,1,1,3,0,8
37276,DEU,Limited,INITIAL_PURCHASE,Web,152.39,731,0,0,0,0,0,0,3
39712,DEU,Limited,INITIAL_PURCHASE,Web,152.1,731,0,0,0,0,NULL,NULL,NULL
3087,DEU,Limited,INITIAL_PURCHASE,Web,145.4806438,730,0,0,1,1,3,1,48
2825,DEU,Limited,INITIAL_PURCHASE,Web,143.88,183,0,1,1,1,NULL,NULL,NULL
1873,DEU,Limited,INITIAL_PURCHASE,Web,143.76,731,0,0,1,1,6,0,8
3404,DEU,Limited,INITIAL_PURCHASE,Web,143.76,731,1,1,1,1,24,8,46
28754,DEU,Limited,INITIAL_PURCHASE,Web,143.76,731,0,0,0,0,2,0,11
29832,DEU,Limited,INITIAL_PURCHASE,Web,143.76,731,0,0,0,0,NULL,NULL,NULL
1829,DEU,Limited,INITIAL_PURCHASE,Web,131.97,731,0,1,1,1,12,10,14
3676,DEU,Lifetime,INITIAL_PURCHASE,Web,128,28844,0,1,1,1,15,2,37
33052,DEU,Lifetime,INITIAL_PURCHASE,Web,127.5063367,28890,0,0,0,0,3,1,3
510,DEU,Lifetime,INITIAL_PURCHASE,Web,127.0403449,28893,0,1,0,1,0,0,1
30033,DEU,Lifetime,INITIAL_PURCHASE,Web,127.0403449,28893,0,0,0,0,NULL,NULL,NULL
10818,DEU,Limited,INITIAL_PURCHASE,Web,125.1688786,183,0,0,0,0,0,0,1
16139,DEU,Limited,INITIAL_PURCHASE,Web,123.6501525,189,1,1,0,1,12,10,15
12632,DEU,Limited,INITIAL_PURCHASE,Web,121.7973421,182,0,0,0,0,0,0,1
36444,DEU,Limited,INITIAL_PURCHASE,Web,121.0647831,184,0,0,0,0,2,0,2
190,DEU,Limited,RENEWAL,Web,119,548,0,1,1,1,1,0,2
401,DEU,Limited,RENEWAL,Web,119,365,0,1,0,1,0,0,29
3423,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,11,2,45
4451,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,0,0,1
5118,DEU,Limited,RENEWAL,Web,119,369,1,1,1,1,4,0,6
5644,DEU,Limited,RENEWAL,Web,119,365,0,1,1,1,0,0,9
6337,DEU,Limited,RENEWAL,Web,119,370,1,1,0,1,2,0,3
6774,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,1,0,2
7174,DEU,Limited,RENEWAL,Web,119,731,0,1,1,1,4,0,5
7601,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,17,0,46
8089,DEU,Limited,RENEWAL,Web,119,547,0,1,1,1,0,0,2
8747,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,0,0,6
8959,DEU,Limited,RENEWAL,Web,119,366,0,0,1,1,3,0,6
9105,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,3,0,3
9249,DEU,Limited,RENEWAL,Web,119,731,0,1,1,1,1,0,1
10268,DEU,Limited,RENEWAL,Web,119,379,0,1,1,1,1,0,55
10388,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,3,0,9
10700,DEU,Limited,RENEWAL,Web,119,365,0,1,1,1,256,2,287
10806,DEU,Limited,RENEWAL,Web,119,555,0,1,1,1,1,0,3
12126,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,0,0,6
12278,DEU,Limited,RENEWAL,Web,119,365,0,1,1,1,39,0,82
12284,DEU,Limited,INITIAL_PURCHASE,Web,119,366,0,0,1,1,0,0,2
12514,DEU,Limited,RENEWAL,Web,119,412,0,1,1,1,0,0,6
13212,DEU,Limited,RENEWAL,Web,119,548,0,1,1,1,2,2,3
14196,DEU,Limited,RENEWAL,Web,119,548,0,1,1,1,0,0,1
15281,DEU,Limited,RENEWAL,Web,119,366,0,0,1,1,0,0,4
15698,DEU,Limited,RENEWAL,Web,119,550,0,0,1,1,0,0,4
16408,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,6,0,9
16839,DEU,Limited,RENEWAL,Web,119,376,1,1,1,1,0,0,5
18390,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,2,1,4
18582,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,0,0,2
18591,DEU,Limited,RENEWAL,Web,119,365,0,1,1,1,0,0,85
18625,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,0,0,2
19948,DEU,Limited,RENEWAL,Web,119,548,0,1,1,1,0,0,11
20233,DEU,Limited,RENEWAL,Web,119,372,0,0,0,1,NULL,NULL,NULL
22904,DEU,Limited,RENEWAL,Web,119,551,0,0,0,0,2,2,3
23317,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,3,2,5
23977,DEU,Limited,RENEWAL,Web,119,366,0,1,0,1,6,6,7
25340,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,4,0,5
25863,DEU,Limited,RENEWAL,Web,119,566,0,1,1,1,0,0,1
26195,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,13,0,13
27576,DEU,Limited,RENEWAL,Web,119,548,0,1,1,1,0,0,2
27667,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,0,0,2
28013,DEU,Limited,RENEWAL,Web,119,550,0,0,0,0,0,0,4
28544,DEU,Limited,RENEWAL,Web,119,366,0,1,1,1,3,0,6
29285,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,3,0,7
30505,DEU,Limited,RENEWAL,Web,119,365,0,1,0,1,19,1,35
30933,DEU,Limited,RENEWAL,Web,119,547,0,0,0,0,0,0,3
32180,DEU,Limited,RENEWAL,Web,119,547,0,1,0,1,1,0,1
32978,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,8,0,8
34078,DEU,Limited,RENEWAL,Web,119,552,0,0,0,0,0,0,1
34099,DEU,Limited,RENEWAL,Web,119,369,0,1,1,1,0,0,2
34984,DEU,Limited,RENEWAL,Web,119,550,0,1,0,1,0,0,2
35428,DEU,Limited,RENEWAL,Web,119,549,0,1,0,1,7,0,7
35526,DEU,Limited,RENEWAL,Web,119,365,0,0,0,0,4,0,4
35823,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,41,36,41
36945,DEU,Limited,RENEWAL,Web,119,549,0,0,0,0,4,0,4
37159,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,1,0,4
39870,DEU,Limited,RENEWAL,Web,119,366,0,0,0,0,1,0,1
3142,DEU,Limited,INITIAL_PURCHASE,Web,118.67,182,0,1,1,1,NULL,NULL,NULL
31753,DEU,Limited,INITIAL_PURCHASE,Web,114.45,182,0,0,0,0,NULL,NULL,NULL
27039,DEU,Limited,INITIAL_PURCHASE,Web,114.0959816,182,0,0,0,0,NULL,NULL,NULL
39553,DEU,Limited,INITIAL_PURCHASE,Web,110.3137814,92,0,1,0,1,NULL,NULL,NULL
30485,DEU,Limited,RENEWAL,Web,109,547,0,1,0,1,0,0,1
34472,DEU,Limited,RENEWAL,Web,109,555,0,0,0,0,0,0,2
18158,DEU,Limited,INITIAL_PURCHASE,Web,108.6628433,95,1,1,1,1,5,3,8
9649,DEU,Limited,RENEWAL,Web,106.7742779,182,0,1,0,1,21,18,23
34237,DEU,Limited,INITIAL_PURCHASE,Web,106.5385621,92,0,0,0,0,0,0,5
36285,DEU,Limited,INITIAL_PURCHASE,Web,104.15,554,0,0,0,0,3,0,8
39782,DEU,Limited,INITIAL_PURCHASE,Web,102.5845889,182,0,0,0,0,0,0,1
5867,DEU,Limited,INITIAL_PURCHASE,Web,102.21,366,0,1,1,1,NULL,NULL,NULL
16232,DEU,Limited,INITIAL_PURCHASE,Web,100.67,366,0,1,1,1,NULL,NULL,NULL
27658,DEU,Limited,INITIAL_PURCHASE,Web,100.3613683,282,0,0,0,0,NULL,NULL,NULL
16299,DEU,Limited,INITIAL_PURCHASE,Web,99.63400662,183,0,1,1,1,0,0,1
11087,DEU,Limited,INITIAL_PURCHASE,Web,99.44534082,183,1,1,0,1,7,1,10
33497,DEU,Limited,INITIAL_PURCHASE,Web,99.41768048,185,1,1,0,1,NULL,NULL,NULL
531,DEU,Limited,INITIAL_PURCHASE,Web,99,731,0,1,0,1,14,0,14
22587,DEU,Limited,INITIAL_PURCHASE,Web,97.71961935,380,0,1,0,1,NULL,NULL,NULL
1961,DEU,Limited,INITIAL_PURCHASE,Web,95.88,366,0,1,0,1,NULL,NULL,NULL
25097,DEU,Limited,INITIAL_PURCHASE,Web,95.88,366,0,1,0,1,NULL,NULL,NULL
31224,DEU,Limited,INITIAL_PURCHASE,Web,95.88,366,0,0,0,0,1,0,1
33320,DEU,Limited,INITIAL_PURCHASE,Web,95.88,366,0,1,1,1,NULL,NULL,NULL
5087,DEU,Limited,INITIAL_PURCHASE,Web,95.52,731,0,1,1,1,0,0,1
38943,DEU,Limited,RENEWAL,Web,94.01232252,366,0,0,0,0,NULL,NULL,NULL
21153,DEU,Limited,INITIAL_PURCHASE,Web,93.32837147,365,0,0,0,0,NULL,NULL,NULL
26000,DEU,Limited,INITIAL_PURCHASE,Web,93.3106623,182,0,0,0,0,NULL,NULL,NULL
195,DEU,Limited,RENEWAL,Web,92.50805929,182,0,0,0,0,2,0,3
26788,DEU,Limited,RENEWAL,Web,92.26929902,274,0,1,0,1,3,0,4
6117,DEU,Limited,RENEWAL,Web,90.04420655,186,0,1,1,1,3,0,4
39269,DEU,Limited,INITIAL_PURCHASE,Web,88.77256023,686,0,0,0,0,NULL,NULL,NULL
19320,DEU,Limited,INITIAL_PURCHASE,Web,87.63749165,368,1,1,1,1,1,1,2
9888,DEU,Limited,INITIAL_PURCHASE,Web,87.50679839,183,0,0,0,0,NULL,NULL,NULL
26653,DEU,Limited,INITIAL_PURCHASE,Web,87.04716314,366,0,0,0,0,NULL,NULL,NULL
33586,DEU,Limited,INITIAL_PURCHASE,Web,86.77058477,92,0,0,0,0,2,0,3
32775,DEU,Limited,INITIAL_PURCHASE,Web,85.55369382,375,1,1,0,1,4,4,4
39073,DEU,Limited,INITIAL_PURCHASE,Web,85.23084969,92,0,0,0,0,5,0,8
20716,DEU,Limited,INITIAL_PURCHASE,Web,84.53,100,1,1,1,1,0,0,42
36797,DEU,Limited,INITIAL_PURCHASE,Web,79.55,243,0,0,0,0,1,0,1
736,DEU,Limited,RENEWAL,Web,79,456,0,1,0,1,3,3,4
780,DEU,Limited,RENEWAL,Web,79,277,1,0,0,1,2,0,3
2336,DEU,Limited,RENEWAL,Web,79,184,0,0,1,1,0,0,56
2719,DEU,Limited,RENEWAL,Web,79,363,0,0,1,1,0,0,2
2768,DEU,Limited,RENEWAL,Web,79,184,0,0,0,1,NULL,NULL,NULL
3185,DEU,Limited,RENEWAL,Web,79,183,1,1,0,1,NULL,NULL,NULL
3434,DEU,Limited,RENEWAL,Web,79,456,0,1,1,1,17,10,23
4423,DEU,Limited,RENEWAL,Web,79,275,0,1,1,1,0,0,2
5101,DEU,Limited,RENEWAL,Web,79,182,0,1,1,1,0,0,3
5152,DEU,Limited,RENEWAL,Web,79,274,0,1,0,1,7,0,7
5166,DEU,Limited,RENEWAL,Web,79,365,0,1,0,1,1,0,50
5933,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,4,0,14
6650,DEU,Limited,RENEWAL,Web,79,183,0,1,1,1,0,0,69
7513,DEU,Limited,RENEWAL,Web,79,184,0,0,1,1,3,0,94
7809,DEU,Limited,RENEWAL,Web,79,277,1,1,1,1,2,0,2
8561,DEU,Limited,RENEWAL,Web,79,277,1,1,1,1,9,0,10
10383,DEU,Limited,RENEWAL,Web,79,275,0,1,0,1,NULL,NULL,NULL
10788,DEU,Limited,RENEWAL,Web,79,184,0,1,1,1,0,0,74
10846,DEU,Limited,RENEWAL,Web,79,184,0,0,1,1,0,0,85
11337,DEU,Limited,RENEWAL,Web,79,364,0,1,1,1,0,0,141
11415,DEU,Limited,RENEWAL,Web,79,455,0,1,1,1,1,0,4
11491,DEU,Limited,RENEWAL,Web,79,462,0,0,0,0,1,1,2
12035,DEU,Limited,RENEWAL,Web,79,457,1,1,0,1,0,0,2
12602,DEU,Limited,RENEWAL,Web,79,187,1,1,0,1,NULL,NULL,NULL
12887,DEU,Limited,RENEWAL,Web,79,365,0,1,1,1,0,0,45
12949,DEU,Limited,RENEWAL,Web,79,273,0,0,1,1,0,0,62
12970,DEU,Limited,INITIAL_PURCHASE,Web,79,94,1,1,0,1,0,0,2
13401,DEU,Limited,RENEWAL,Web,79,470,0,0,0,0,0,0,3
13518,DEU,Limited,INITIAL_PURCHASE,Web,79,91,0,1,0,1,0,0,1
13739,DEU,Limited,RENEWAL,Web,79,273,0,1,0,1,NULL,NULL,NULL
14620,DEU,Limited,RENEWAL,Web,79,274,0,1,1,1,0,0,3
15785,DEU,Lifetime,INITIAL_PURCHASE,Web,79,28873,0,0,1,1,0,0,2
15930,DEU,Limited,RENEWAL,Web,79,549,0,0,1,1,11,6,17
16358,DEU,Limited,RENEWAL,Web,79,183,0,0,1,1,0,0,105
16457,DEU,Limited,RENEWAL,Web,79,183,0,1,1,1,NULL,NULL,NULL
17099,DEU,Limited,RENEWAL,Web,79,184,0,1,1,1,0,0,31
18626,DEU,Limited,INITIAL_PURCHASE,Web,79,92,0,1,0,1,NULL,NULL,NULL
19904,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,NULL,NULL,NULL
20118,DEU,Limited,RENEWAL,Web,79,282,0,0,1,1,0,0,3
20426,DEU,Limited,RENEWAL,Web,79,365,0,1,0,1,NULL,NULL,NULL
21291,DEU,Limited,RENEWAL,Web,79,274,0,1,1,1,0,0,14
21349,DEU,Limited,RENEWAL,Web,79,549,0,1,1,1,25,6,25
21551,DEU,Limited,RENEWAL,Web,79,276,0,1,1,1,10,0,116
22379,DEU,Limited,RENEWAL,Web,79,183,0,0,0,0,10,0,53
23344,DEU,Limited,RENEWAL,Web,79,192,0,1,0,1,NULL,NULL,NULL
23939,DEU,Limited,RENEWAL,Web,79,182,0,0,0,0,0,0,2
24180,DEU,Limited,RENEWAL,Web,79,366,0,1,1,1,3,0,85
24821,DEU,Limited,RENEWAL,Web,79,273,0,0,0,0,NULL,NULL,NULL
25845,DEU,Limited,INITIAL_PURCHASE,Web,79,182,0,0,0,0,7,6,18
26973,DEU,Limited,RENEWAL,Web,79,366,0,1,1,1,0,0,3
27867,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,NULL,NULL,NULL
28028,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,1,0,2
28199,DEU,Limited,RENEWAL,Web,79,182,0,0,0,0,0,0,3
28362,DEU,Limited,RENEWAL,Web,79,183,0,0,0,0,0,0,2
28734,DEU,Limited,RENEWAL,Web,79,458,1,1,1,1,0,0,83
28975,DEU,Limited,RENEWAL,Web,79,183,0,1,1,1,129,1,231
32470,DEU,Limited,RENEWAL,Web,79,274,0,0,0,0,0,0,4
33379,DEU,Limited,RENEWAL,Web,79,276,0,0,0,0,4,4,15
33598,DEU,Limited,RENEWAL,Web,79,275,0,0,0,0,0,0,2
35288,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,NULL,NULL,NULL
35897,DEU,Limited,RENEWAL,Web,79,365,0,0,0,0,NULL,NULL,NULL
36104,DEU,Limited,RENEWAL,Web,79,366,0,0,0,0,0,0,3
36130,DEU,Limited,RENEWAL,Web,79,184,0,1,1,1,0,0,75
36168,DEU,Limited,RENEWAL,Web,79,184,0,0,0,0,6,0,21
36701,DEU,Limited,RENEWAL,Web,79,183,0,0,0,0,0,0,4
36827,DEU,Limited,RENEWAL,Web,79,275,0,0,0,0,20,0,20
36839,DEU,Limited,RENEWAL,Web,79,455,0,0,0,0,11,0,13
36977,DEU,Limited,INITIAL_PURCHASE,Web,79,92,0,0,0,0,NULL,NULL,NULL
36991,DEU,Limited,RENEWAL,Web,79,275,0,0,0,0,0,0,8
37097,DEU,Limited,RENEWAL,Web,79,274,0,0,0,0,3,3,41
37474,DEU,Limited,RENEWAL,Web,79,183,0,0,0,0,0,0,51
38336,DEU,Limited,RENEWAL,Web,79,456,0,0,0,0,4,0,5
38661,DEU,Limited,RENEWAL,Web,79,375,0,0,0,0,1,0,1
38930,DEU,Limited,RENEWAL,Web,79,284,0,0,0,0,0,0,17
39213,DEU,Limited,RENEWAL,Web,79,274,0,0,0,0,4,2,5
39308,DEU,Limited,RENEWAL,Web,79,366,0,0,0,0,7,0,8
39364,DEU,Limited,RENEWAL,Web,79,366,0,0,0,0,1,0,3
9841,DEU,Limited,INITIAL_PURCHASE,Web,77.85729533,92,0,1,0,1,NULL,NULL,NULL
689,DEU,Limited,INITIAL_PURCHASE,Web,77.71299296,182,0,1,0,1,31,18,56
36334,DEU,Limited,INITIAL_PURCHASE,Web,77.7001652,92,0,0,0,0,NULL,NULL,NULL
1143,DEU,Limited,INITIAL_PURCHASE,Web,76.54521493,373,1,1,0,1,11,6,18
33499,DEU,Limited,INITIAL_PURCHASE,Web,76.54394121,92,0,0,0,0,NULL,NULL,NULL
10003,DEU,Limited,INITIAL_PURCHASE,Web,76.53273438,425,1,1,0,1,14,11,48
12916,DEU,Limited,INITIAL_PURCHASE,Web,76.52585909,425,1,1,0,1,0,0,1
25373,DEU,Limited,INITIAL_PURCHASE,Web,76.34086084,182,0,0,0,0,NULL,NULL,NULL
4298,DEU,Limited,INITIAL_PURCHASE,Web,75.53184269,369,0,1,0,1,8,6,8
4804,DEU,Limited,INITIAL_PURCHASE,Web,72.84961191,183,0,0,0,1,1,0,1
21190,DEU,Limited,INITIAL_PURCHASE,Web,72.6,184,0,1,0,1,1,1,29
24538,DEU,Limited,INITIAL_PURCHASE,Web,72.53,183,0,0,0,0,0,0,3
13784,DEU,Limited,INITIAL_PURCHASE,Web,71.79,183,0,1,1,1,1,0,4
31660,DEU,Limited,INITIAL_PURCHASE,Web,71.63,182,0,0,0,0,4,0,6
19130,DEU,Limited,INITIAL_PURCHASE,Web,70.72,204,1,1,1,1,0,0,3
1409,DEU,Limited,INITIAL_PURCHASE,Web,70.56,366,0,0,1,1,3,0,5
10297,DEU,Limited,INITIAL_PURCHASE,Web,70.56,184,0,1,1,1,18,0,104
10566,DEU,Limited,INITIAL_PURCHASE,Web,70.56,184,0,0,0,0,5,0,15
34736,DEU,Limited,INITIAL_PURCHASE,Web,70.39,183,0,0,0,0,0,0,3
2452,DEU,Limited,INITIAL_PURCHASE,Web,70.29,184,0,1,1,1,0,0,9
13569,DEU,Limited,INITIAL_PURCHASE,Web,70.29,182,0,0,1,1,2,0,33
32696,DEU,Limited,INITIAL_PURCHASE,Web,70.09,182,0,0,0,0,0,0,3
20975,DEU,Limited,INITIAL_PURCHASE,Web,70.06,195,1,1,1,1,86,0,89
4970,DEU,Limited,INITIAL_PURCHASE,Web,69.9,188,1,1,1,1,0,0,2
16067,DEU,Limited,INITIAL_PURCHASE,Web,69.44049685,182,0,1,0,1,NULL,NULL,NULL
4590,DEU,Limited,INITIAL_PURCHASE,Web,69,183,0,1,1,1,NULL,NULL,NULL
13077,DEU,Limited,INITIAL_PURCHASE,Web,69,244,0,1,0,1,1,0,19
1404,DEU,Limited,INITIAL_PURCHASE,Web,68.92042733,185,1,1,0,1,64,64,65
4183,DEU,Limited,INITIAL_PURCHASE,Web,68.65985983,189,0,1,0,1,NULL,NULL,NULL
26584,DEU,Limited,INITIAL_PURCHASE,Web,68.52584733,184,0,0,0,0,1,0,1
29456,DEU,Limited,INITIAL_PURCHASE,Web,68.29605187,214,1,1,0,1,19,5,19
129,DEU,Limited,INITIAL_PURCHASE,Web,67.22126911,190,1,1,0,1,7,5,13
21257,DEU,Limited,INITIAL_PURCHASE,Web,66.50873955,183,0,0,0,1,0,0,9
7440,DEU,Limited,INITIAL_PURCHASE,Web,66.05618807,185,1,1,0,1,47,7,47
279,DEU,Limited,INITIAL_PURCHASE,Web,65.94,396,0,0,1,1,3,0,5
621,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,1,0,1,2,0,3
1885,DEU,Limited,INITIAL_PURCHASE,Web,65.94,450,0,1,0,1,13,13,48
3402,DEU,Limited,INITIAL_PURCHASE,Web,65.94,341,1,1,0,1,NULL,NULL,NULL
7381,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,1,0,1,1,0,2
8438,DEU,Limited,INITIAL_PURCHASE,Web,65.94,183,1,0,0,1,2,1,2
20317,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,0,0,0,13,0,13
20386,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,1,0,1,0,0,2
24046,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,0,0,0,0,0,4
24889,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,0,0,0,0,0,3
26456,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,0,0,0,0,0,2
26649,DEU,Limited,INITIAL_PURCHASE,Web,65.94,186,1,1,1,1,0,0,3
28170,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,0,0,0,2,0,14
28346,DEU,Limited,INITIAL_PURCHASE,Web,65.94,184,0,0,0,0,6,2,14
30309,DEU,Limited,INITIAL_PURCHASE,Web,65.94,183,0,0,0,0,NULL,NULL,NULL
30928,DEU,Limited,INITIAL_PURCHASE,Web,65.94,183,0,0,0,0,1,0,4
31856,DEU,Limited,INITIAL_PURCHASE,Web,65.94,183,0,0,0,0,0,0,2
32173,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,0,0,0,NULL,NULL,NULL
32918,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,0,0,0,0,0,3
32955,DEU,Limited,INITIAL_PURCHASE,Web,65.94,291,0,0,0,0,1,0,1
33296,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,1,0,1,NULL,NULL,NULL
34974,DEU,Limited,INITIAL_PURCHASE,Web,65.94,366,0,0,0,0,13,0,13
35346,DEU,Limited,INITIAL_PURCHASE,Web,65.94,183,0,0,0,0,2,1,3
38713,DEU,Limited,INITIAL_PURCHASE,Web,65.94,182,0,0,0,0,6,0,6
35940,DEU,Limited,INITIAL_PURCHASE,Web,65.91534692,196,0,1,0,1,5,0,11
15221,DEU,Limited,INITIAL_PURCHASE,Web,65.72454065,91,0,0,0,0,4,0,4
2683,DEU,Limited,INITIAL_PURCHASE,Web,65.63792938,182,0,1,0,1,3,0,3
11558,DEU,Limited,INITIAL_PURCHASE,Web,65.37700369,90,0,1,0,1,4,4,5
27219,DEU,Limited,INITIAL_PURCHASE,Web,65.14010643,182,0,0,0,0,NULL,NULL,NULL
4110,DEU,Limited,INITIAL_PURCHASE,Web,63.86611577,99,1,1,0,1,4,2,10
