ID,Language,Subscription Type,Subscription Event Type,Purchase Store,Amount Converted,Subscription Length,Free Trial User,Web User,Email Subscriber,Push Notifications,Open Count,Click Count,Send Count
15012,ALL,Lifetime,INITIAL_PURCHASE,Web,399.92,28863,0,1,1,1,0,0,1
22820,ALL,Lifetime,INITIAL_PURCHASE,Web,398,28840,0,1,1,1,0,0,4
19636,ALL,Lifetime,INITIAL_PURCHASE,Web,386.9591442,28784,0,1,1,1,13,10,13
3094,ALL,Lifetime,INITIAL_PURCHASE,Web,375.2882126,28784,0,0,1,1,1,1,15
19212,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,0,1,1,1,0,0,40
27117,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,1,1,0,1,5,4,6
28027,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,0,0,0,0,NULL,NULL,NULL
28045,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,0,0,0,0,NULL,NULL,NULL
34003,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,0,1,1,1,30,0,54
37844,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3991222,28765,0,0,0,0,NULL,NULL,NULL
4723,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3963393,28767,0,1,1,1,8,5,17
13869,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3963393,28767,1,1,1,1,2,0,2
18181,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3963393,28767,1,1,0,1,1,0,1
20880,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3963393,28767,0,0,1,1,2,0,2
27519,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3963393,28767,0,0,0,0,5,0,5
20260,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3522826,28768,1,1,1,1,4,4,7
29998,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3522826,28768,0,0,0,0,NULL,NULL,NULL
35056,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3522826,28768,0,0,0,0,NULL,NULL,NULL
37011,ALL,Lifetime,INITIAL_PURCHASE,Web,372.3522826,28768,0,0,0,0,NULL,NULL,NULL
5445,ALL,Lifetime,INITIAL_PURCHASE,Web,371.8572466,28783,0,1,1,1,7,0,55
28274,ALL,Lifetime,INITIAL_PURCHASE,Web,371.8572466,28783,0,1,1,1,5,1,35
38032,ALL,Lifetime,INITIAL_PURCHASE,Web,370.2497514,28766,0,0,0,0,NULL,NULL,NULL
2630,ALL,Lifetime,INITIAL_PURCHASE,Web,369.076568,28769,0,0,1,1,0,0,5
21460,ALL,Lifetime,INITIAL_PURCHASE,Web,367.77,28793,0,0,0,0,NULL,NULL,NULL
31931,ALL,Lifetime,INITIAL_PURCHASE,Web,367.2826123,28780,0,0,0,0,NULL,NULL,NULL
24218,ALL,Lifetime,INITIAL_PURCHASE,Web,367.1716607,28782,1,1,1,1,151,53,169
34527,ALL,Lifetime,INITIAL_PURCHASE,Web,367.1716607,28782,0,0,0,0,0,0,1
38058,ALL,Lifetime,INITIAL_PURCHASE,Web,367.1716607,28782,0,0,0,0,0,0,1
5435,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,1,1,1,1,50,22,83
10378,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,1,1,0,1,36,23,44
14450,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,1,1,1,11,3,41
16943,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,1,1,1,34,25,79
20848,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,1,1,1,5,2,37
22603,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,0,0,1,25,2,61
30802,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,1,0,1,10,8,43
37095,ALL,Lifetime,INITIAL_PURCHASE,Web,366.8635133,28781,0,0,0,0,NULL,NULL,NULL
33840,ALL,Lifetime,INITIAL_PURCHASE,Web,364.78,28799,0,0,0,0,NULL,NULL,NULL
5836,ALL,Lifetime,INITIAL_PURCHASE,Web,362.4892708,28770,0,1,1,1,1,1,1
30848,ALL,Lifetime,INITIAL_PURCHASE,Web,361.79,28803,0,1,0,1,0,0,5
13937,ALL,Lifetime,INITIAL_PURCHASE,Web,359.1867723,28779,0,1,0,1,292,7,299
4774,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0102403,28776,1,1,1,1,0,0,49
38397,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0102403,28776,0,0,0,0,NULL,NULL,NULL
18857,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0085921,28771,0,1,0,1,NULL,NULL,NULL
20023,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0085921,28771,0,0,0,0,NULL,NULL,NULL
33359,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0085921,28771,0,1,1,1,27,9,70
36206,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0085921,28771,0,0,0,0,NULL,NULL,NULL
39937,ALL,Lifetime,INITIAL_PURCHASE,Web,351.0085921,28771,0,0,0,0,NULL,NULL,NULL
31659,ALL,Lifetime,INITIAL_PURCHASE,Web,350.1913169,28777,0,0,0,0,NULL,NULL,NULL
12115,ALL,Lifetime,INITIAL_PURCHASE,Web,348.4056654,28775,0,1,1,1,3,3,41
38337,ALL,Lifetime,INITIAL_PURCHASE,Web,348.4056654,28775,0,0,1,1,15,15,76
13521,ALL,Lifetime,INITIAL_PURCHASE,Web,348.3382866,28774,1,1,1,1,36,31,36
26946,ALL,Lifetime,INITIAL_PURCHASE,Web,348.3382866,28774,0,0,0,0,NULL,NULL,NULL
39281,ALL,Lifetime,INITIAL_PURCHASE,Web,348.3382866,28774,0,0,0,0,NULL,NULL,NULL
7839,ALL,Lifetime,INITIAL_PURCHASE,Web,343.8058038,28773,0,1,1,1,10,7,44
16570,ALL,Lifetime,INITIAL_PURCHASE,Web,343.8058038,28773,1,1,0,1,1,0,1
23404,ALL,Lifetime,INITIAL_PURCHASE,Web,333.3719852,28767,0,0,0,0,NULL,NULL,NULL
25873,ALL,Lifetime,INITIAL_PURCHASE,Web,333.3719852,28767,0,0,0,0,1,0,1
9603,ALL,Lifetime,INITIAL_PURCHASE,Web,333.2820592,28768,0,0,0,0,NULL,NULL,NULL
21696,ALL,Lifetime,INITIAL_PURCHASE,Web,333.2820592,28768,0,0,1,1,NULL,NULL,NULL
31292,ALL,Lifetime,INITIAL_PURCHASE,Web,333.2820592,28768,0,0,0,0,6,0,6
36393,ALL,Lifetime,INITIAL_PURCHASE,Web,333.2820592,28768,0,0,0,0,NULL,NULL,NULL
16655,ALL,Lifetime,INITIAL_PURCHASE,Web,333.0311178,28780,1,1,1,1,17,10,19
29151,ALL,Lifetime,INITIAL_PURCHASE,Web,333.0311178,28780,0,0,0,0,0,0,1
36883,ALL,Lifetime,INITIAL_PURCHASE,Web,333.0311178,28780,0,0,0,0,5,0,5
5433,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,1,1,1,22,5,57
5556,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,0,1,1,6,4,31
9967,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,1,1,1,19,16,40
11505,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,0,1,1,19,15,43
14136,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,0,0,0,2,0,2
15660,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,1,1,1,9,9,54
31542,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,1,1,1,8,6,37
34746,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4597462,28781,0,0,0,0,1,0,1
8044,ALL,Lifetime,INITIAL_PURCHASE,Web,332.4386767,28846,0,1,1,1,83,30,85
37169,ALL,Lifetime,INITIAL_PURCHASE,Web,332.2218531,28782,0,0,0,0,0,0,2
7672,ALL,Lifetime,INITIAL_PURCHASE,Web,331.5208714,28784,1,1,1,1,43,3,51
15124,ALL,Lifetime,INITIAL_PURCHASE,Web,331.5208714,28784,0,0,0,1,3,0,4
16369,ALL,Lifetime,INITIAL_PURCHASE,Web,331.5208714,28784,0,0,0,0,0,0,2
15468,ALL,Lifetime,INITIAL_PURCHASE,Web,331.4484742,28783,0,0,0,0,NULL,NULL,NULL
17603,ALL,Lifetime,INITIAL_PURCHASE,Web,331.4484742,28783,0,1,1,1,75,72,78
12821,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,0,0,1,1,NULL,NULL,NULL
12831,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,0,1,1,1,0,0,18
14539,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,1,1,1,1,24,12,25
22851,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,0,0,1,1,NULL,NULL,NULL
23906,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,0,1,1,1,18,12,18
24794,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,1,1,0,1,2,2,23
27171,ALL,Lifetime,INITIAL_PURCHASE,Web,329.6051573,28765,0,0,0,0,NULL,NULL,NULL
21029,ALL,Lifetime,INITIAL_PURCHASE,Web,329.457343,28770,0,1,1,1,2,1,35
1462,ALL,Lifetime,INITIAL_PURCHASE,Web,329.4377412,28766,1,1,1,1,0,0,20
15763,ALL,Lifetime,INITIAL_PURCHASE,Web,329.4377412,28766,0,1,1,1,44,34,44
17169,ALL,Lifetime,INITIAL_PURCHASE,Web,329.4377412,28766,1,1,1,1,0,0,4
14687,ALL,Lifetime,INITIAL_PURCHASE,Web,325.54,28765,0,1,1,1,1,0,4
17395,ALL,Lifetime,INITIAL_PURCHASE,Web,325.54,28803,0,0,0,0,0,0,6
24799,ALL,Lifetime,INITIAL_PURCHASE,Web,325.54,28795,0,1,1,1,2,0,12
24728,ALL,Lifetime,INITIAL_PURCHASE,Web,324.42,28806,0,0,0,0,2,2,7
10119,ALL,Lifetime,INITIAL_PURCHASE,Web,324.12,28793,1,1,1,1,3,0,8
8977,ALL,Lifetime,INITIAL_PURCHASE,Web,324.0409094,28778,1,1,1,1,0,0,4
30421,ALL,Lifetime,INITIAL_PURCHASE,Web,324.0409094,28778,0,0,0,0,0,0,1
34246,ALL,Lifetime,INITIAL_PURCHASE,Web,324.0409094,28778,0,0,0,0,NULL,NULL,NULL
8503,ALL,Lifetime,INITIAL_PURCHASE,Web,323.4929448,28771,0,1,0,1,25,0,32
10212,ALL,Lifetime,INITIAL_PURCHASE,Web,323.4929448,28771,1,1,0,1,7,6,10
20137,ALL,Lifetime,INITIAL_PURCHASE,Web,323.4929448,28771,0,0,0,0,NULL,NULL,NULL
23749,ALL,Lifetime,INITIAL_PURCHASE,Web,323.4929448,28771,0,0,0,0,0,0,1
14612,ALL,Lifetime,INITIAL_PURCHASE,Web,322.618932,28772,0,0,1,1,41,1,81
39928,ALL,Lifetime,INITIAL_PURCHASE,Web,322.618932,28772,0,0,0,0,2,0,2
27822,ALL,Lifetime,INITIAL_PURCHASE,Web,321.7679805,28773,1,1,1,1,0,0,1
34802,ALL,Lifetime,INITIAL_PURCHASE,Web,321.7679805,28773,0,0,0,0,8,0,8
35941,ALL,Lifetime,INITIAL_PURCHASE,Web,321.7679805,28773,0,1,1,1,2,1,2
805,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,0,1,0,1,1,0,1
4954,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,1,1,1,1,26,19,29
22965,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,0,0,0,0,NULL,NULL,NULL
31382,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,0,0,0,0,0,0,1
32464,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,0,0,0,0,0,0,1
33255,ALL,Lifetime,INITIAL_PURCHASE,Web,321.4580218,28774,0,0,0,0,0,0,1
12786,ALL,Lifetime,INITIAL_PURCHASE,Web,320.8309414,28777,0,0,1,1,NULL,NULL,NULL
30846,ALL,Lifetime,INITIAL_PURCHASE,Web,320.8309414,28777,0,0,0,0,0,0,1
6322,ALL,Lifetime,INITIAL_PURCHASE,Web,320.2237925,28775,0,1,1,1,28,22,70
25877,ALL,Lifetime,INITIAL_PURCHASE,Web,320.2237925,28775,0,0,0,0,1,0,1
9716,ALL,Lifetime,INITIAL_PURCHASE,Web,319.2053814,28776,0,0,0,0,2,0,2
14613,ALL,Lifetime,INITIAL_PURCHASE,Web,319.2053814,28776,0,0,0,0,5,0,5
23727,ALL,Lifetime,INITIAL_PURCHASE,Web,319.2053814,28776,0,0,0,0,1,0,1
26467,ALL,Lifetime,INITIAL_PURCHASE,Web,319.2053814,28776,0,0,0,0,NULL,NULL,NULL
29765,ALL,Lifetime,INITIAL_PURCHASE,Web,319.18,28797,0,0,0,0,0,0,5
24608,ALL,Lifetime,INITIAL_PURCHASE,Web,318.73,28765,0,0,0,0,NULL,NULL,NULL
27051,ALL,Lifetime,INITIAL_PURCHASE,Web,318.73,28795,1,1,1,1,0,0,122
28107,ALL,Lifetime,INITIAL_PURCHASE,Web,318.73,28794,0,0,0,0,0,0,5
35485,ALL,Lifetime,INITIAL_PURCHASE,Web,318.73,28793,0,0,0,0,0,0,6
39107,ALL,Lifetime,INITIAL_PURCHASE,Web,318.73,28793,0,0,0,0,0,0,11
4462,ALL,Lifetime,INITIAL_PURCHASE,Web,317.99,28805,0,0,0,0,1,1,4
8821,ALL,Lifetime,INITIAL_PURCHASE,Web,316.94,28798,1,1,1,1,0,0,7
25602,ALL,Lifetime,INITIAL_PURCHASE,Web,316.94,28800,0,0,0,0,6,0,6
26390,ALL,Lifetime,INITIAL_PURCHASE,Web,316.94,28800,0,0,0,0,0,0,6
34907,ALL,Lifetime,INITIAL_PURCHASE,Web,316.94,28804,0,0,0,0,0,0,6
1495,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28804,0,0,0,1,14,2,16
4004,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,1,0,1,0,0,1
4109,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,1,1,1,1,2,0,9
4934,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28795,0,1,1,1,1,0,13
6570,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,1,1,1,1,0,0,7
6864,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,1,1,1,0,0,9
7524,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28801,1,1,1,1,8,0,48
11190,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,0,0,0,0,0,6
11821,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28804,0,1,0,1,0,0,4
13329,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28799,1,1,1,1,3,0,9
18426,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28792,0,0,1,1,7,0,17
18779,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28793,0,1,1,1,1,0,11
19232,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,0,0,0,0,6,0,6
19293,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28804,0,0,1,1,16,3,62
19428,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,1,1,1,0,0,6
19536,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28803,0,0,0,0,NULL,NULL,NULL
20158,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,0,1,0,1,0,0,4
20861,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28793,0,0,0,0,7,0,9
22554,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28802,0,0,0,1,NULL,NULL,NULL
23441,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28797,0,1,1,1,0,0,7
24000,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,1,1,0,1,1,0,2
24320,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28804,0,0,0,0,19,0,20
25869,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28795,0,0,0,0,NULL,NULL,NULL
26451,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,0,0,0,0,0,6
27379,ALL,Lifetime,INITIAL_PURCHASE,Web,299,29120,0,0,0,0,0,0,3
29563,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28794,0,0,0,0,2,0,7
30263,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,1,1,1,1,2,0,7
30472,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28765,0,0,0,0,NULL,NULL,NULL
31518,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28800,0,0,0,0,1,0,6
31598,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28805,0,0,0,0,1,0,2
32865,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28805,0,0,0,0,2,0,7
32945,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28795,0,0,0,0,12,0,14
33077,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28802,0,0,0,0,0,0,6
34176,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28800,0,0,0,0,4,0,6
34621,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28796,0,0,0,0,0,0,6
34956,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28792,0,0,0,0,NULL,NULL,NULL
36404,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28792,0,0,0,0,0,0,6
36545,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28804,0,0,0,0,1,1,7
37211,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28787,0,0,0,0,1,0,6
37218,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28797,0,0,0,0,5,0,5
37477,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28765,0,0,1,1,NULL,NULL,NULL
37734,ALL,Lifetime,INITIAL_PURCHASE,Web,299,29100,0,0,0,0,1,0,1
39771,ALL,Lifetime,INITIAL_PURCHASE,Web,299,28801,0,0,0,0,NULL,NULL,NULL
33266,ALL,Limited,INITIAL_PURCHASE,Web,297.6702013,730,0,0,0,0,NULL,NULL,NULL
6979,ALL,Limited,INITIAL_PURCHASE,Web,295.9521424,730,0,1,1,1,1,1,1
2171,ALL,Limited,INITIAL_PURCHASE,Web,295.0143804,730,0,1,1,1,3,0,5
12137,ALL,Limited,INITIAL_PURCHASE,Web,293.245417,730,1,1,0,1,126,54,144
22575,ALL,Limited,INITIAL_PURCHASE,Web,281.6410126,730,1,1,1,1,25,11,25
15159,ALL,Limited,INITIAL_PURCHASE,Web,280.5734028,730,0,1,1,1,52,8,75
33954,ALL,Lifetime,INITIAL_PURCHASE,Web,272.3103915,28768,0,0,0,0,1,0,1
33868,ALL,Lifetime,INITIAL_PURCHASE,Web,269.1853809,28770,0,0,0,0,0,0,1
14907,ALL,Lifetime,INITIAL_PURCHASE,Web,269.1,28803,0,0,0,0,5,0,10
27017,ALL,Lifetime,INITIAL_PURCHASE,Web,269.1,28787,0,0,0,0,NULL,NULL,NULL
8633,ALL,Lifetime,INITIAL_PURCHASE,Web,268.92,28779,0,0,1,1,164,113,287
39426,ALL,Lifetime,INITIAL_PURCHASE,Web,266.43,28783,0,0,0,0,7,0,13
17518,ALL,Limited,INITIAL_PURCHASE,Web,265.7454159,730,0,1,1,1,4,2,48
28892,ALL,Lifetime,INITIAL_PURCHASE,Web,265.43,28782,0,0,0,0,3,1,6
8680,ALL,Lifetime,INITIAL_PURCHASE,Web,264.56,28784,1,1,1,1,0,0,6
30406,ALL,Lifetime,INITIAL_PURCHASE,Web,264.56,28780,0,0,0,0,3,0,7
30768,ALL,Lifetime,INITIAL_PURCHASE,Web,262.9027346,28773,0,0,0,0,3,0,3
22510,ALL,Lifetime,INITIAL_PURCHASE,Web,261.45,28782,1,1,1,1,5,0,9
37093,ALL,Limited,INITIAL_PURCHASE,Web,258.5779726,730,0,0,0,0,0,0,4
24332,ALL,Limited,INITIAL_PURCHASE,Web,257.879347,730,0,0,0,0,0,0,4
147,ALL,Limited,INITIAL_PURCHASE,Web,256.9513953,730,1,1,1,1,1,1,13
1708,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28780,0,0,0,1,NULL,NULL,NULL
2350,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28781,1,1,1,1,1,0,143
3391,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28785,1,0,0,1,0,0,11
4677,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28784,0,0,1,1,5,0,9
5286,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28785,0,1,0,1,NULL,NULL,NULL
12049,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28782,1,1,0,1,12,12,17
15594,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28781,0,0,0,0,NULL,NULL,NULL
16410,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28786,0,0,1,1,1,1,77
20599,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28786,0,0,0,0,1,0,6
22821,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28784,0,0,0,0,0,0,6
23821,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28787,0,0,0,0,8,0,11
27428,ALL,Limited,INITIAL_PURCHASE,Web,249,730,0,0,0,0,NULL,NULL,NULL
27606,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28780,0,0,0,0,NULL,NULL,NULL
27804,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28785,0,0,0,0,46,0,54
28307,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28786,0,0,0,0,0,0,6
30946,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28780,0,0,1,1,13,0,164
33523,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28786,0,0,0,0,0,0,6
34031,ALL,Lifetime,INITIAL_PURCHASE,Web,249,28786,0,0,0,0,18,18,20
4658,ALL,Lifetime,INITIAL_PURCHASE,Web,248.75,28793,0,1,0,1,30,14,147
9235,ALL,Lifetime,INITIAL_PURCHASE,Web,248.75,28777,1,1,0,1,6,6,8
14064,ALL,Lifetime,INITIAL_PURCHASE,Web,248.75,28782,1,1,0,1,2,0,2
30627,ALL,Limited,INITIAL_PURCHASE,Web,247.7161618,760,0,0,0,0,12,10,12
33865,ALL,Lifetime,INITIAL_PURCHASE,Web,246.76,28777,0,0,0,0,NULL,NULL,NULL
17966,ALL,Lifetime,INITIAL_PURCHASE,Web,245.7695774,28865,0,0,0,0,NULL,NULL,NULL
12042,ALL,Lifetime,INITIAL_PURCHASE,Web,244.77,28766,1,1,0,1,11,3,12
20362,ALL,Lifetime,INITIAL_PURCHASE,Web,244.77,28775,0,1,0,1,12,2,165
903,ALL,Lifetime,INITIAL_PURCHASE,Web,242.78,28790,0,1,0,1,118,96,236
11470,ALL,Lifetime,INITIAL_PURCHASE,Web,242.78,28774,1,1,0,1,2,0,2
1146,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28776,0,1,0,1,7,7,10
6164,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28802,1,1,0,1,0,0,1
8912,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28767,0,0,0,1,NULL,NULL,NULL
16527,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28784,0,0,0,0,NULL,NULL,NULL
19126,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28769,0,1,0,1,7,1,182
22989,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28768,0,0,0,1,NULL,NULL,NULL
24054,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28765,0,1,0,1,8,6,174
24990,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28791,0,0,0,1,19,3,144
27268,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28768,1,1,0,1,2,2,2
28890,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28776,0,0,0,0,NULL,NULL,NULL
34115,ALL,Lifetime,INITIAL_PURCHASE,Web,240.79,28788,0,0,0,0,NULL,NULL,NULL
15005,ALL,Lifetime,INITIAL_PURCHASE,Web,238.89,28780,0,0,0,0,0,0,6
6540,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28782,0,1,0,1,13,6,27
8681,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28770,1,1,0,1,32,10,124
9415,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28769,1,1,0,1,11,2,156
22643,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28771,0,0,0,0,NULL,NULL,NULL
24164,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28794,0,1,0,1,52,43,170
26124,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28774,0,0,0,0,NULL,NULL,NULL
34097,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28780,0,0,0,0,NULL,NULL,NULL
34106,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28766,0,0,0,0,NULL,NULL,NULL
34126,ALL,Lifetime,INITIAL_PURCHASE,Web,238.8,28767,0,0,0,0,NULL,NULL,NULL
1071,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28784,0,0,0,1,0,0,2
2925,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28770,1,1,0,1,7,2,9
4421,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28798,0,1,0,1,41,38,41
4509,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28778,0,1,0,1,NULL,NULL,NULL
15969,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28798,0,1,0,1,4,4,5
21324,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28789,0,0,0,0,NULL,NULL,NULL
25989,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28771,0,0,0,0,NULL,NULL,NULL
27687,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28781,0,0,0,0,NULL,NULL,NULL
27859,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28794,0,0,0,0,NULL,NULL,NULL
28439,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28790,0,0,0,0,NULL,NULL,NULL
28896,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28777,0,0,0,0,NULL,NULL,NULL
32948,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28776,0,0,0,0,NULL,NULL,NULL
34395,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28768,0,0,0,0,NULL,NULL,NULL
35701,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28792,0,0,0,0,NULL,NULL,NULL
37051,ALL,Lifetime,INITIAL_PURCHASE,Web,236.81,28774,0,0,0,0,NULL,NULL,NULL
3050,ALL,Lifetime,INITIAL_PURCHASE,Web,236.25,28802,0,0,0,1,159,92,203
33086,ALL,Lifetime,INITIAL_PURCHASE,Web,236.25,28779,0,1,0,1,7,4,67
25215,ALL,Lifetime,INITIAL_PURCHASE,Web,234.36,28794,0,1,0,1,1,1,62
22959,ALL,Lifetime,INITIAL_PURCHASE,Web,230.58,28794,0,0,0,0,NULL,NULL,NULL
39506,ALL,Lifetime,INITIAL_PURCHASE,Web,230.58,28802,0,0,0,0,NULL,NULL,NULL
17324,ALL,Lifetime,INITIAL_PURCHASE,Web,230.3443527,28770,0,0,0,0,NULL,NULL,NULL
4817,ALL,Lifetime,INITIAL_PURCHASE,Web,228.69,28797,0,0,0,1,23,10,30
