ID,Language,Subscription Type,Subscription Event Type,Purchase Store, Amount Converted ,Subscription Length,Free Trial User,Web User,Email Subscriber,Push Notifications,Open Count,Click Count
17251,JPN,Limited,RENEWAL,App, $-   ,184,0,0,1,1,0,0
17252,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28769,0,1,0,1,46,0
17253,EBR,Limited,INITIAL_PURCHASE,Web, $53.92 ,287,1,1,1,1,67,8
17254,ITA,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,1,1,0,0
17255,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28774,0,0,1,1,0,0
17256,POR,Limited,INITIAL_PURCHASE,Web, $23.81 ,365,0,0,0,0,NULL,NULL
17258,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,NULL,NULL
17259,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,184,0,1,1,1,0,0
17260,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,181,1,1,1,1,14,2
17262,ESP,Limited,RENEWAL,App, $-   ,368,1,0,1,1,0,0
17263,ESP,Limited,INITIAL_PURCHASE,App, $-   ,90,0,0,1,1,0,0
17264,ALL,Limited,INITIAL_PURCHASE,App, $-   ,368,1,0,1,1,0,0
17265,EBR,Limited,RENEWAL,Web, $14.75 ,427,1,0,1,1,26,0
17266,DEU,Limited,INITIAL_PURCHASE,App, $-   ,337,0,0,1,1,0,0
17267,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28802,0,1,1,1,15,12
17268,DEU,Limited,RENEWAL,Web, $13.67 ,122,0,0,0,0,NULL,NULL
17269,TGL,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,0,0
17270,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,NULL,NULL
17271,FRA,Limited,INITIAL_PURCHASE,Web, $10.62 ,731,0,1,1,1,14,4
17272,ESC,Limited,INITIAL_PURCHASE,Web, $71.79 ,183,1,1,1,1,27,24
17273,ESP,Limited,RENEWAL,App, $-   ,323,1,0,1,1,3,1
17274,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28795,0,0,0,1,NULL,NULL
17275,FRA,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,0,1,NULL,NULL
17276,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28771,0,0,1,1,0,0
17277,ESP,Limited,INITIAL_PURCHASE,Web, $65.94 ,184,1,1,1,1,0,0
17278,ENG,Limited,RENEWAL,App, $-   ,274,0,0,1,1,NULL,NULL
17279,EBR,Limited,INITIAL_PURCHASE,Web, $16.11 ,65,0,0,0,0,NULL,NULL
17280,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,0,0
17281,DEU,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
17282,RUS,Limited,INITIAL_PURCHASE,Web, $40.95 ,95,1,1,0,1,NULL,NULL
17283,JPN,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,0,4,0
17284,SVE,Limited,INITIAL_PURCHASE,Web, $107.88 ,366,0,0,0,0,2,0
17285,POR,Limited,INITIAL_PURCHASE,Web, $10.83 ,731,0,0,0,1,NULL,NULL
17286,ALL,Lifetime,INITIAL_PURCHASE,Web, $210.94 ,28789,0,1,1,1,34,12
17287,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
17288,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28773,0,0,1,1,7,0
17289,ARA,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28773,0,0,0,0,NULL,NULL
17290,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28772,0,0,1,1,17,0
17291,ALL,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,0,0
17292,ESP,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,0,1,NULL,NULL
17293,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,0,1,1,8,0
17294,DEU,Limited,INITIAL_PURCHASE,App, $-   ,289,0,0,1,1,13,0
17295,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28772,0,0,1,1,18,4
17296,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28765,0,0,1,1,2,0
17297,ALL,Lifetime,INITIAL_PURCHASE,Web, $211.74 ,28791,0,0,1,1,2,0
17298,ESP,Limited,RENEWAL,Web, $79.00 ,184,0,1,1,1,0,0
17299,DEU,Limited,INITIAL_PURCHASE,App, $-   ,282,0,0,1,1,0,0
17300,EBR,Limited,RENEWAL,App, $-   ,64,1,0,1,1,NULL,NULL
17301,FRA,Lifetime,INITIAL_PURCHASE,App, $-   ,29219,0,0,1,1,2,0
17302,ALL,Limited,RENEWAL,Web, $179.00 ,731,0,0,0,1,5,0
17303,ESP,Limited,RENEWAL,App, $-   ,316,1,0,1,1,0,0
17304,ESC,Limited,INITIAL_PURCHASE,Web, $-   ,183,0,1,1,1,36,0
17305,DEU,Limited,INITIAL_PURCHASE,App, $-   ,92,1,0,1,1,NULL,NULL
17306,ESP,Limited,RENEWAL,Web, $79.00 ,275,0,0,1,1,3,0
17307,ALL,Limited,INITIAL_PURCHASE,Web, $169.74 ,365,1,1,1,1,5,3
17308,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,0,0
17309,LAT,Limited,INITIAL_PURCHASE,Web, $95.88 ,366,0,0,0,0,0,0
17310,ITA,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,0,0,0,0
17311,ESP,Limited,INITIAL_PURCHASE,Web, $19.99 ,30,0,0,0,1,5,1
17312,DEU,Lifetime,INITIAL_PURCHASE,Web, $-   ,29237,0,1,1,1,0,0
17313,FRA,Limited,INITIAL_PURCHASE,Web, $35.03 ,181,0,0,0,1,NULL,NULL
17314,ALL,Lifetime,INITIAL_PURCHASE,Web, $201.29 ,28805,0,0,1,1,215,49
17315,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28791,1,1,1,1,5,0
17316,FRA,Limited,INITIAL_PURCHASE,Web, $79.00 ,110,1,1,1,1,80,24
17317,ESP,Limited,INITIAL_PURCHASE,Web, $38.49 ,95,1,1,1,1,0,0
17318,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28774,0,1,1,1,7,2
17319,CHI,Limited,INITIAL_PURCHASE,Web, $-   ,95,0,1,1,1,0,0
17320,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
17321,ITA,Limited,INITIAL_PURCHASE,App, $-   ,90,0,0,1,1,0,0
17322,CHI,Limited,INITIAL_PURCHASE,App, $-   ,458,0,0,0,1,NULL,NULL
17323,ESP,Limited,RENEWAL,App, $-   ,183,0,0,0,0,NULL,NULL
17324,ALL,Lifetime,INITIAL_PURCHASE,Web, $230.34 ,28770,0,0,0,0,NULL,NULL
17325,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,0,0,0,NULL,NULL
17326,ARA,Limited,INITIAL_PURCHASE,App, $-   ,31,0,0,0,0,NULL,NULL
17327,GLE,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,7,1
17328,ESP,Limited,RENEWAL,Web, $35.97 ,415,1,1,1,1,0,0
17329,ALL,Lifetime,INITIAL_PURCHASE,Web, $201.47 ,28803,0,1,1,1,0,0
17330,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,1,1,0,0
17331,TGL,Limited,INITIAL_PURCHASE,Web, $143.76 ,731,0,1,1,1,0,0
17332,DEU,Limited,INITIAL_PURCHASE,Web, $-   ,183,0,1,1,1,1,0
17333,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,NULL,NULL
17334,ALL,Limited,INITIAL_PURCHASE,Web, $143.76 ,730,0,0,1,1,133,27
17335,ALL,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,7,0
17336,GRK,Lifetime,INITIAL_PURCHASE,Web, $175.58 ,28772,0,1,1,1,NULL,NULL
17337,ESP,Limited,INITIAL_PURCHASE,Web, $73.66 ,370,1,1,1,1,0,0
17338,ESP,Limited,RENEWAL,Web, $79.00 ,217,0,0,0,0,0,0
17339,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,106,0,1,0,1,1,1
17340,ALL,Lifetime,INITIAL_PURCHASE,Web, $215.67 ,28780,0,1,1,1,18,2
17341,ENG,Lifetime,INITIAL_PURCHASE,App, $-   ,28774,0,0,0,0,1,0
17342,EBR,Limited,RENEWAL,App, $-   ,368,1,0,0,1,NULL,NULL
17343,ITA,Limited,INITIAL_PURCHASE,Web, $35.97 ,95,1,1,1,1,8,6
17344,KOR,Limited,INITIAL_PURCHASE,Web, $52.90 ,90,0,0,0,1,3,0
17346,FRA,Limited,RENEWAL,Web, $35.97 ,547,0,1,1,1,5,4
17347,ESP,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,0,1,NULL,NULL
17348,ESC,Limited,INITIAL_PURCHASE,Web, $14.08 ,365,0,1,1,1,5,0
17349,TGL,Limited,INITIAL_PURCHASE,Web, $62.22 ,184,0,0,0,0,NULL,NULL
17350,ESP,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,1,1,1,16,12
17351,GLE,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,0,0,0,0
17352,ESP,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,0,1,4,1
17354,CHI,Limited,RENEWAL,App, $-   ,289,0,0,0,1,0,0
17355,CHI,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,1,1,4,0
17356,FRA,Limited,INITIAL_PURCHASE,Web, $9.86 ,731,0,0,0,1,NULL,NULL
17358,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,23,1
17359,DEU,Limited,INITIAL_PURCHASE,Web, $-   ,91,0,0,0,0,NULL,NULL
17360,FRA,Limited,INITIAL_PURCHASE,Web, $35.97 ,90,0,1,0,1,0,0
17361,FRA,Limited,RENEWAL,Web, $79.00 ,184,0,1,1,1,0,0
17362,ESP,Limited,INITIAL_PURCHASE,App, $-   ,317,0,0,1,1,0,0
17363,RUS,Limited,RENEWAL,Web, $35.97 ,192,1,1,0,1,1,0
17364,ALL,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,0,1,NULL,NULL
17365,RUS,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,0,0
17366,ITA,Limited,INITIAL_PURCHASE,App, $-   ,102,1,1,0,1,NULL,NULL
17367,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,411,0,1,1,1,0,0
17368,ESC,Limited,RENEWAL,App, $-   ,350,0,0,0,1,1,0
17369,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28766,0,0,0,1,NULL,NULL
17370,ESP,Limited,RENEWAL,App, $-   ,368,1,0,1,1,0,0
17371,FAR,Limited,RENEWAL,Web, $79.00 ,183,0,0,0,0,10,0
17372,ESP,Limited,RENEWAL,App, $-   ,323,1,0,1,1,0,0
17373,FRA,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
17374,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28803,0,0,0,0,3,3
17375,ESP,Limited,RENEWAL,App, $-   ,207,1,1,1,1,0,0
17376,FRA,Limited,INITIAL_PURCHASE,Web, $42.63 ,95,1,1,1,1,0,0
17377,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28797,0,1,1,1,4,2
17378,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,89,0,0,0,0,NULL,NULL
17379,ENG,Limited,INITIAL_PURCHASE,Web, $10.05 ,731,0,1,1,1,0,0
17380,ESP,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,0,1,3,2
17381,ESP,Limited,RENEWAL,App, $-   ,182,0,0,1,1,0,0
17382,ENG,Limited,RENEWAL,App, $-   ,338,1,0,0,1,0,0
17383,ESC,Limited,RENEWAL,Web, $51.07 ,184,0,1,0,1,1,0
17385,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,NULL,NULL
17387,FRA,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,3,0
2026,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,364,0,1,1,1,0,0
17388,ESP,Limited,RENEWAL,Web, $35.97 ,182,0,0,0,0,1,0
17389,JPN,Limited,INITIAL_PURCHASE,Web, $77.29 ,92,0,1,0,1,NULL,NULL
17390,POR,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,1,1,NULL,NULL
17391,ESP,Limited,INITIAL_PURCHASE,Web, $143.76 ,731,0,0,0,0,NULL,NULL
17392,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,89,0,0,0,0,NULL,NULL
17393,DEU,Limited,INITIAL_PURCHASE,App, $-   ,302,0,0,1,1,0,0
17394,ESP,Limited,INITIAL_PURCHASE,App, $-   ,89,0,0,1,1,0,0
17395,ALL,Lifetime,INITIAL_PURCHASE,Web, $325.54 ,28803,0,0,0,0,0,0
17396,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,91,0,0,0,0,8,0
17397,FRA,Lifetime,INITIAL_PURCHASE,App, $-   ,28771,0,1,1,1,6,0
17398,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.21 ,28799,0,1,1,1,8,6
17399,FRA,Limited,INITIAL_PURCHASE,App, $-   ,31,0,0,1,1,NULL,NULL
17400,CHI,Limited,INITIAL_PURCHASE,App, $-   ,323,0,0,1,1,0,0
17401,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28775,0,0,0,0,6,0
17402,ALL,Lifetime,INITIAL_PURCHASE,Web, $212.13 ,28771,0,1,1,1,9,4
17403,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,0,0
17404,ESP,Limited,INITIAL_PURCHASE,Web, $35.97 ,98,1,1,1,1,39,29
17405,EBR,Limited,INITIAL_PURCHASE,Web, $9.94 ,731,0,0,0,1,0,0
17406,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
17407,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,1,1,0,0
17408,ESC,Limited,INITIAL_PURCHASE,Web, $15.73 ,395,0,1,1,1,4,0
17409,JPN,Limited,INITIAL_PURCHASE,App, $-   ,317,0,0,1,1,0,0
17410,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
17411,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,95,1,1,1,1,0,0
17412,ESP,Limited,INITIAL_PURCHASE,App, $-   ,295,0,0,1,1,2,2
17413,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,0,0,1,NULL,NULL
17414,JPN,Limited,RENEWAL,App, $-   ,393,1,0,1,1,0,0
17415,ESP,Limited,RENEWAL,App, $33.99 ,182,0,0,1,1,2,2
17416,FRA,Limited,RENEWAL,Web, $13.78 ,243,0,0,0,0,NULL,NULL
17417,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,102,0,1,0,1,NULL,NULL
17418,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,NULL,NULL
17419,ESP,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,0,1,2,0
17420,ENG,Limited,RENEWAL,App, $-   ,369,1,0,0,1,NULL,NULL
17421,NED,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,0,1,NULL,NULL
17422,FRA,Limited,RENEWAL,App, $-   ,282,1,0,0,1,0,0
17423,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,0,0,1,NULL,NULL
17424,ESP,Limited,RENEWAL,App, $-   ,368,1,0,0,1,12,1
17425,ESP,Limited,INITIAL_PURCHASE,App, $-   ,175,1,1,1,1,0,0
17426,ALL,Lifetime,INITIAL_PURCHASE,Web, $213.93 ,28774,0,0,1,1,3,1
17427,FRA,Lifetime,INITIAL_PURCHASE,Web, $79.00 ,29221,0,1,1,1,4,0
17428,ESP,Limited,RENEWAL,App, $-   ,216,0,0,0,1,NULL,NULL
17429,ESP,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,1,1,0,0
17430,ARA,Limited,INITIAL_PURCHASE,Web, $39.16 ,98,1,1,1,1,8,2
17431,ENG,Limited,RENEWAL,Web, $79.00 ,275,0,0,0,0,NULL,NULL
17432,ESC,Limited,INITIAL_PURCHASE,Web, $17.73 ,92,0,1,1,1,3,0
17433,DEU,Limited,INITIAL_PURCHASE,Web, $42.80 ,145,1,1,0,1,8,4
17434,ESP,Limited,RENEWAL,Web, $35.97 ,369,0,1,1,1,7,0
17435,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,48,0
17436,FRA,Limited,RENEWAL,Web, $79.00 ,273,0,0,0,1,NULL,NULL
17437,ITA,Limited,RENEWAL,App, $-   ,182,0,1,0,1,NULL,NULL
17438,ESC,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
17439,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28771,0,0,0,0,9,0
17440,RUS,Limited,INITIAL_PURCHASE,Web, $-   ,190,0,1,1,1,2,0
17441,ARA,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,1,1,0,0
17442,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28780,0,0,1,1,10,2
17443,FAR,Limited,RENEWAL,Web, $79.00 ,195,1,1,0,1,75,9
17444,ESP,Limited,INITIAL_PURCHASE,Web, $39.00 ,95,1,1,0,1,NULL,NULL
17445,FRA,Limited,RENEWAL,Web, $35.97 ,640,0,1,1,1,1,0
17446,JPN,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,0,1,NULL,NULL
17447,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,0,1,1,47,0
17448,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28787,0,0,0,0,NULL,NULL
17449,ESP,Limited,RENEWAL,App, $-   ,547,0,0,1,1,0,0
17450,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,135,0
17451,ITA,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,0,1,NULL,NULL
17452,ENG,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
17453,EBR,Limited,RENEWAL,App, $-   ,368,1,0,0,1,NULL,NULL
17454,ESP,Limited,INITIAL_PURCHASE,App, $-   ,99,1,1,1,1,6,6
17456,GLE,Limited,INITIAL_PURCHASE,App, $-   ,76,0,0,0,0,NULL,NULL
17457,FRA,Limited,RENEWAL,App, $-   ,77,1,0,0,1,0,0
17458,ESC,Limited,INITIAL_PURCHASE,Web, $-   ,731,0,1,1,1,NULL,NULL
17459,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
17460,JPN,Limited,RENEWAL,Web, $35.97 ,181,0,1,0,1,4,0
17461,FRA,Limited,INITIAL_PURCHASE,Web, $51.24 ,186,1,1,0,1,1,0
17462,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,191,0,1,1,1,0,0
17463,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28770,0,1,0,1,9,0
17464,ESP,Limited,INITIAL_PURCHASE,App, $-   ,100,1,1,1,1,0,0
17465,ESC,Limited,INITIAL_PURCHASE,App, $-   ,324,0,1,1,1,0,0
17466,RUS,Limited,INITIAL_PURCHASE,Web, $35.97 ,90,0,0,1,1,3,0
17467,FRA,Lifetime,INITIAL_PURCHASE,Web, $-   ,29085,0,0,1,1,0,0
17468,FRA,Limited,RENEWAL,App, $-   ,357,1,0,1,1,0,0
17469,EBR,Limited,INITIAL_PURCHASE,Web, $15.88 ,107,0,0,0,0,NULL,NULL
17470,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28793,0,1,1,1,10,5
17471,DEU,Limited,RENEWAL,Web, $35.97 ,547,0,1,1,1,3,0
17472,DEU,Limited,INITIAL_PURCHASE,Web, $-   ,91,0,1,1,1,18,6
17473,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28781,0,0,0,0,NULL,NULL
17474,ESP,Limited,INITIAL_PURCHASE,Web, $35.97 ,95,1,1,1,1,4,4
17475,ESP,Limited,INITIAL_PURCHASE,App, $-   ,46,0,0,1,1,0,0
17477,JPN,Limited,INITIAL_PURCHASE,Web, $35.97 ,96,1,1,1,1,2,0
17478,ESP,Limited,INITIAL_PURCHASE,Web, $119.00 ,366,0,1,1,1,0,0
17479,ESP,Limited,INITIAL_PURCHASE,App, $-   ,90,0,0,1,1,0,0
17480,ALL,Lifetime,INITIAL_PURCHASE,Web, $212.43 ,28777,0,1,1,1,35,11
17481,ESP,Limited,RENEWAL,Web, $35.97 ,369,1,1,1,1,1,0
17482,FRA,Limited,RENEWAL,Web, $18.71 ,525,0,1,1,1,0,0
17483,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,89,0,0,0,0,NULL,NULL
17484,FRA,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,1,1,NULL,NULL
17485,ESP,Limited,INITIAL_PURCHASE,App, $-   ,343,0,0,1,1,0,0
17486,ESP,Limited,INITIAL_PURCHASE,Web, $39.16 ,92,0,1,1,1,2,2
17487,SVE,Limited,INITIAL_PURCHASE,App, $-   ,181,0,0,0,1,NULL,NULL
17488,ENG,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
17489,FRA,Limited,RENEWAL,App, $-   ,323,1,0,1,1,1,0
17490,ENG,Limited,RENEWAL,Web, $35.97 ,182,0,0,0,0,4,4
17491,VIE,Limited,INITIAL_PURCHASE,Web, $65.94 ,184,0,1,1,1,4,0
17492,ENG,Limited,RENEWAL,App, $-   ,377,0,0,1,1,NULL,NULL
17493,FRA,Limited,RENEWAL,Web, $119.00 ,549,0,1,1,1,0,0
17494,ESP,Lifetime,INITIAL_PURCHASE,Web, $179.00 ,28841,0,1,1,1,6,4
17495,ESC,Limited,INITIAL_PURCHASE,Web, $35.36 ,92,0,0,0,1,NULL,NULL
17496,ESP,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,9,0
17497,POL,Limited,INITIAL_PURCHASE,App, $-   ,185,0,0,0,1,NULL,NULL
17498,ITA,Limited,INITIAL_PURCHASE,Web, $35.97 ,91,0,0,0,1,NULL,NULL
17499,ALL,Lifetime,INITIAL_PURCHASE,Web, $217.41 ,28776,0,0,0,0,11,1
17500,ESP,Limited,RENEWAL,App, $-   ,194,0,1,1,1,0,0
17501,ESP,Limited,INITIAL_PURCHASE,App, $-   ,366,0,1,0,1,NULL,NULL
17502,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28772,0,0,0,0,10,4
17503,ALL,Limited,RENEWAL,App, $-   ,368,1,0,0,1,2,0
17504,ESC,Limited,INITIAL_PURCHASE,Web, $17.19 ,90,0,1,0,1,NULL,NULL
17506,ESC,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,NULL,NULL
17507,ESC,Limited,INITIAL_PURCHASE,Web, $119.45 ,184,0,0,0,0,7,4
17508,FRA,Limited,INITIAL_PURCHASE,App, $-   ,309,0,1,1,1,0,0
17509,DEU,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,5,0
17510,ESP,Limited,INITIAL_PURCHASE,Web, $99.00 ,39,1,1,1,1,0,0
17511,ESP,Limited,INITIAL_PURCHASE,App, $-   ,96,1,1,1,1,7,0
17512,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,426,0,1,1,1,0,0
17513,ESP,Limited,INITIAL_PURCHASE,Web, $38.34 ,92,0,0,0,0,0,0
17514,ESP,Limited,RENEWAL,Web, $35.97 ,182,0,0,0,0,0,0
17515,ESP,Limited,RENEWAL,App, $-   ,368,0,0,0,0,NULL,NULL
17516,GRK,Limited,INITIAL_PURCHASE,Web, $115.17 ,182,0,1,0,1,0,0
17517,FRA,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,0,1,NULL,NULL
17518,ALL,Limited,INITIAL_PURCHASE,Web, $265.75 ,730,0,1,1,1,4,2
17519,FRA,Limited,INITIAL_PURCHASE,Web, $35.97 ,90,0,1,1,1,0,0
17520,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,0,1,1,1
17521,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28781,0,1,1,1,6,6
17522,ENG,Limited,INITIAL_PURCHASE,App, $42.44 ,182,1,0,1,1,NULL,NULL
17523,CHI,Limited,RENEWAL,Web, $79.00 ,186,1,1,1,1,0,0
17524,ESP,Limited,RENEWAL,Web, $119.00 ,366,0,0,0,0,2,0
17525,ESP,Limited,RENEWAL,Web, $119.00 ,366,0,0,0,0,4,0
17526,JPN,Limited,INITIAL_PURCHASE,Web, $39.00 ,91,0,1,1,1,2,0
17527,FRA,Limited,INITIAL_PURCHASE,Web, $66.12 ,197,1,1,0,1,3,2
17528,ITA,Limited,RENEWAL,App, $-   ,183,0,0,1,1,0,0
17530,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28770,0,0,0,1,NULL,NULL
17531,CHI,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,0,0,1,NULL,NULL
17532,GLE,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,1,1,0,0
17533,ESP,Limited,RENEWAL,App, $-   ,274,0,0,1,1,NULL,NULL
17534,HEB,Limited,INITIAL_PURCHASE,Web, $35.97 ,95,1,1,0,1,0,0
17535,DEU,Limited,RENEWAL,Web, $8.64 ,455,0,1,1,1,8,0
17536,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28808,0,1,1,1,0,0
17537,GRK,Limited,RENEWAL,App, $-   ,302,1,1,1,1,0,0
17539,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28780,0,1,1,1,2,2
17540,ESP,Limited,INITIAL_PURCHASE,Web, $17.78 ,90,0,1,0,1,NULL,NULL
17542,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,3,0
17543,POR,Lifetime,INITIAL_PURCHASE,Web, $179.00 ,28870,0,1,1,1,NULL,NULL
17544,ARA,Limited,INITIAL_PURCHASE,Web, $35.97 ,91,0,1,1,1,10,0
17545,ESP,Limited,RENEWAL,App, $-   ,310,1,0,1,1,0,0
17546,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,0,1,NULL,NULL
17547,GRK,Limited,INITIAL_PURCHASE,Web, $38.85 ,92,1,1,1,1,6,6
17548,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28779,0,1,0,1,2,0
17549,GRK,Limited,RENEWAL,Web, $79.00 ,98,1,1,1,1,0,0
17550,FRA,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,0,1,NULL,NULL
17551,FRA,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28767,0,1,1,1,1,0
17552,ESC,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,NULL,NULL
17553,ENG,Lifetime,INITIAL_PURCHASE,Web, $10.05 ,29307,0,0,0,1,0,0
17554,ESP,Limited,RENEWAL,App, $-   ,350,0,0,1,1,0,0
17555,ESP,Limited,RENEWAL,App, $-   ,330,1,0,1,1,0,0
17556,TGL,Limited,INITIAL_PURCHASE,Web, $38.40 ,92,0,1,1,1,0,0
17557,ESP,Limited,INITIAL_PURCHASE,Web, $38.34 ,92,0,1,1,1,156,13
17559,ESP,Limited,INITIAL_PURCHASE,Web, $39.00 ,105,1,1,1,1,0,0
17560,DEU,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,0,1,NULL,NULL
