ID,Language,Subscription Type,Subscription Event Type,Purchase Store, Amount Converted ,Subscription Length,Free Trial User,Web User,Email Subscriber,Push Notifications,Open Count,Click Count
5600,FRA,Limited,RENEWAL,App, $-   ,150,0,0,0,1,NULL,NULL
5601,ESP,Limited,INITIAL_PURCHASE,App, $-   ,306,0,0,1,1,35,0
5602,FRA,Limited,INITIAL_PURCHASE,App, $-   ,145,0,0,1,1,5,5
5603,ENG,Limited,INITIAL_PURCHASE,App, $-   ,183,0,0,0,1,NULL,NULL
5604,ESP,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,2,2
5605,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28804,0,1,1,1,0,0
5606,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28767,0,0,1,1,0,0
5607,CHI,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,75,0
5608,ESP,Limited,INITIAL_PURCHASE,Web, $35.97 ,185,1,1,1,1,2,0
5609,ITA,Limited,RENEWAL,App, $-   ,366,0,0,1,1,3,0
5610,ALL,Lifetime,INITIAL_PURCHASE,Web, $211.44 ,28791,0,0,1,1,55,5
5611,ESP,Lifetime,INITIAL_PURCHASE,App, $-   ,29130,0,0,1,1,11,7
5612,DEU,Limited,RENEWAL,App, $-   ,517,0,0,1,1,NULL,NULL
5613,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,1288,0,1,1,1,2,2
5614,ITA,Limited,RENEWAL,App, $-   ,274,0,0,0,1,NULL,NULL
5615,SVE,Limited,INITIAL_PURCHASE,Web, $103.28 ,366,0,0,0,1,NULL,NULL
5616,ESP,Limited,INITIAL_PURCHASE,App, $-   ,338,0,0,1,1,0,0
5617,ESP,Limited,RENEWAL,Web, $79.00 ,183,0,1,1,1,220,23
5618,JPN,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,0,0,1,NULL,NULL
5619,ALL,Limited,INITIAL_PURCHASE,Web, $95.88 ,365,0,0,0,1,NULL,NULL
5620,DEU,Limited,RENEWAL,App, $-   ,185,0,1,0,1,NULL,NULL
5621,DEU,Limited,INITIAL_PURCHASE,App, $-   ,186,0,1,0,1,2,0
5622,EBR,Limited,INITIAL_PURCHASE,Web, $9.74 ,731,0,1,1,1,6,1
5623,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,0,1,NULL,NULL
5624,ESP,Limited,RENEWAL,App, $-   ,337,0,0,1,1,0,0
5625,ALL,Limited,INITIAL_PURCHASE,Web, $104.39 ,366,0,0,1,1,19,3
5626,JPN,Limited,INITIAL_PURCHASE,Web, $35.10 ,211,0,1,0,1,0,0
5627,ALL,Limited,RENEWAL,App, $-   ,384,0,0,1,1,NULL,NULL
5628,ESP,Lifetime,INITIAL_PURCHASE,App, $-   ,28778,0,0,1,1,1,0
5629,ENG,Limited,RENEWAL,App, $-   ,214,0,0,1,1,NULL,NULL
5630,ESP,Limited,RENEWAL,Web, $79.00 ,274,0,0,1,1,4,0
5631,ESC,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,1,1,1,0
5632,FRA,Limited,RENEWAL,App, $-   ,357,0,0,1,1,6,0
5633,FRA,Limited,INITIAL_PURCHASE,Web, $17.92 ,183,0,0,1,1,0,0
5634,ESP,Limited,RENEWAL,Web, $79.00 ,184,0,1,1,1,0,0
5635,EBR,Lifetime,INITIAL_PURCHASE,App, $-   ,29073,1,0,0,1,0,0
5636,ENG,Limited,RENEWAL,Web, $79.00 ,283,0,1,1,1,0,0
5637,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,54,0,0,0,1,NULL,NULL
5638,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28794,0,1,1,1,15,7
5639,ESP,Limited,INITIAL_PURCHASE,App, $-   ,337,0,0,1,1,1,0
5640,ITA,Limited,INITIAL_PURCHASE,Web, $31.68 ,101,1,1,0,1,3,0
5641,ESP,Limited,RENEWAL,App, $-   ,182,0,0,1,1,23,0
5642,ENG,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,1,1,0,0
5643,ARA,Limited,RENEWAL,Web, $35.97 ,458,0,0,1,1,7,2
5644,DEU,Limited,RENEWAL,Web, $119.00 ,365,0,1,1,1,0,0
5645,ESP,Limited,INITIAL_PURCHASE,Web, $95.88 ,366,0,1,1,1,NULL,NULL
5646,EBR,Limited,INITIAL_PURCHASE,Web, $39.00 ,95,1,1,1,1,1,0
5647,ESP,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,1,1,0,0
5648,ENG,Limited,INITIAL_PURCHASE,App, $-   ,289,0,0,1,1,0,0
5649,ITA,Limited,INITIAL_PURCHASE,App, $-   ,183,0,0,1,1,0,0
5650,EBR,Limited,RENEWAL,Web, $12.37 ,397,1,0,0,1,0,0
5651,DEU,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5652,ESP,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,0,0
5653,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28787,0,0,1,1,6,0
5654,ENG,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,7,0
5655,ESC,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5656,ESP,Lifetime,INITIAL_PURCHASE,App, $-   ,28928,0,0,1,1,2,1
5657,DEU,Limited,INITIAL_PURCHASE,App, $-   ,366,0,1,0,1,NULL,NULL
5658,DEU,Limited,INITIAL_PURCHASE,Web, $155.12 ,731,0,1,1,1,NULL,NULL
5660,HEB,Limited,INITIAL_PURCHASE,App, $-   ,169,1,0,1,1,NULL,NULL
5661,DEU,Limited,RENEWAL,App, $-   ,609,0,0,0,1,NULL,NULL
5662,KOR,Limited,INITIAL_PURCHASE,Web, $-   ,89,0,0,0,0,NULL,NULL
5663,FRA,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5664,ESC,Limited,INITIAL_PURCHASE,Web, $93.66 ,182,0,0,0,0,NULL,NULL
5665,DEU,Limited,RENEWAL,App, $-   ,233,0,0,1,1,11,0
5666,ITA,Limited,RENEWAL,Web, $172.48 ,366,0,1,0,1,1,0
5667,POL,Limited,INITIAL_PURCHASE,Web, $17.32 ,120,0,0,0,1,NULL,NULL
5668,ESP,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,0,1,1,0
5669,ESP,Limited,INITIAL_PURCHASE,App, $-   ,279,1,1,1,1,0,0
5670,ESP,Limited,RENEWAL,App, $-   ,365,0,0,1,1,0,0
5672,NED,Limited,INITIAL_PURCHASE,Web, $65.43 ,186,1,1,0,1,1,0
5673,CHI,Lifetime,INITIAL_PURCHASE,Web, $-   ,29105,0,1,0,1,1,0
5674,EBR,Lifetime,INITIAL_PURCHASE,Web, $109.09 ,28888,0,1,0,1,7,6
5675,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,2,0
5676,JPN,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,0,0
5677,FRA,Limited,RENEWAL,App, $-   ,366,0,0,1,1,0,0
5678,ESP,Limited,INITIAL_PURCHASE,Web, $95.88 ,366,0,1,1,1,0,0
5679,ENG,Limited,INITIAL_PURCHASE,Web, $93.02 ,92,0,1,0,1,NULL,NULL
5680,ENG,Limited,RENEWAL,App, $-   ,344,1,0,0,1,0,0
5681,EBR,Limited,RENEWAL,App, $-   ,184,0,0,0,1,NULL,NULL
5682,ENG,Lifetime,INITIAL_PURCHASE,App, $-   ,28776,0,0,0,1,0,0
5683,SVE,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,1,1,1,1
5684,HIN,Limited,INITIAL_PURCHASE,Web, $70.29 ,366,0,0,1,1,91,60
5685,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28783,0,0,1,1,NULL,NULL
5686,ITA,Limited,INITIAL_PURCHASE,App, $-   ,183,0,0,1,1,0,0
5687,ITA,Limited,INITIAL_PURCHASE,Web, $246.00 ,185,1,1,0,1,76,76
5688,ENG,Limited,RENEWAL,App, $-   ,368,1,0,0,1,NULL,NULL
5689,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,196,0,1,0,1,2,1
5690,EBR,Limited,INITIAL_PURCHASE,Web, $32.41 ,91,0,1,1,1,14,4
5691,FRA,Limited,RENEWAL,Web, $19.99 ,555,0,1,1,1,16,0
5692,JPN,Limited,RENEWAL,Web, $79.00 ,299,0,0,1,1,3,0
5693,EBR,Limited,RENEWAL,App, $-   ,183,0,0,0,1,NULL,NULL
5694,FRA,Limited,RENEWAL,Web, $35.97 ,182,0,1,1,1,6,0
5695,ALL,Lifetime,INITIAL_PURCHASE,Web, $210.94 ,28766,0,1,1,1,36,4
5696,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,1,0,1,NULL,NULL
5697,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,1,1,35,0
5698,FRA,Limited,INITIAL_PURCHASE,Web, $35.97 ,90,0,1,0,1,169,99
5699,FRA,Lifetime,INITIAL_PURCHASE,Web, $205.77 ,28852,0,1,1,1,6,2
5700,FRA,Limited,RENEWAL,Web, $119.00 ,366,0,1,1,1,1,1
5701,ESP,Limited,RENEWAL,App, $-   ,184,0,0,1,1,0,0
5702,ENG,Limited,RENEWAL,App, $-   ,295,1,0,1,1,0,0
5703,ARA,Lifetime,INITIAL_PURCHASE,App, $-   ,29229,0,0,0,1,8,8
5704,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5705,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28805,1,0,1,1,20,15
5706,ITA,Limited,RENEWAL,App, $-   ,366,0,0,1,1,0,0
5707,POR,Limited,RENEWAL,App, $-   ,184,0,0,1,1,0,0
5708,ENG,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,0,0,0,0
5709,ITA,Limited,INITIAL_PURCHASE,App, $-   ,117,1,1,0,1,6,1
5710,ALL,Lifetime,INITIAL_PURCHASE,Web, $203.55 ,28783,0,0,1,1,68,4
5711,FRA,Limited,INITIAL_PURCHASE,Web, $27.08 ,92,0,0,0,1,NULL,NULL
5712,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5713,ENG,Lifetime,INITIAL_PURCHASE,App, $-   ,28770,0,0,0,1,0,0
5714,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28792,1,1,1,1,3,2
5715,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,0,1,NULL,NULL
5716,DEU,Limited,INITIAL_PURCHASE,Web, $59.55 ,92,0,1,0,1,NULL,NULL
5717,ENG,Limited,INITIAL_PURCHASE,App, $-   ,309,0,0,1,1,0,0
5718,ALL,Lifetime,INITIAL_PURCHASE,Web, $216.16 ,28805,1,1,1,1,0,0
5719,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,1,1,NULL,NULL
5720,ALL,Lifetime,INITIAL_PURCHASE,Web, $210.94 ,28781,0,1,1,1,31,3
5722,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,2,2
5723,ESP,Limited,RENEWAL,App, $-   ,36,1,0,0,1,0,0
5724,DEU,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,0,1,NULL,NULL
5725,ESC,Limited,RENEWAL,App, $-   ,311,1,0,1,1,0,0
5726,DEU,Limited,RENEWAL,App, $-   ,183,0,1,1,1,0,0
5727,ESP,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,1,1,1,0,0
5728,ITA,Limited,RENEWAL,App, $-   ,204,0,1,1,1,NULL,NULL
5729,CHI,Limited,INITIAL_PURCHASE,Web, $131.88 ,184,1,1,1,1,10,0
5730,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,731,0,1,1,1,NULL,NULL
5731,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28799,1,1,0,1,4,4
5732,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,0,0
5734,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,0,1,NULL,NULL
5735,ESP,Limited,RENEWAL,Web, $35.97 ,182,0,1,1,1,13,9
5737,EBR,Limited,INITIAL_PURCHASE,App, $-   ,366,1,1,1,1,0,0
5738,ALL,Lifetime,INITIAL_PURCHASE,Web, $212.13 ,28779,0,1,1,1,0,0
5739,FRA,Limited,INITIAL_PURCHASE,App, $-   ,94,1,1,1,1,2,0
5740,FRA,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,9,9
5741,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28789,0,0,0,1,95,42
5742,FRA,Limited,INITIAL_PURCHASE,App, $-   ,369,1,0,1,1,17,0
5743,FRA,Limited,INITIAL_PURCHASE,Web, $35.97 ,96,1,1,0,1,NULL,NULL
5744,DEU,Limited,INITIAL_PURCHASE,Web, $-   ,273,0,1,1,1,8,0
5745,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,1,0,1,3,0
5746,FRA,Limited,INITIAL_PURCHASE,Web, $41.44 ,547,0,1,1,1,6,3
5747,ESP,Limited,INITIAL_PURCHASE,App, $-   ,90,0,0,1,1,0,0
5748,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5749,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5750,TGL,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,1,1,0,0
5751,ESC,Limited,INITIAL_PURCHASE,Web, $10.85 ,731,0,1,0,1,NULL,NULL
5752,ESP,Limited,RENEWAL,Web, $79.00 ,366,0,1,1,1,2,0
5753,ESP,Limited,RENEWAL,App, $-   ,184,0,0,1,1,NULL,NULL
5754,ENG,Limited,RENEWAL,App, $-   ,380,0,0,1,1,0,0
5755,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28804,0,1,1,1,7,4
5756,FRA,Limited,INITIAL_PURCHASE,App, $-   ,172,1,1,1,1,0,0
5757,NED,Limited,INITIAL_PURCHASE,Web, $92.99 ,577,0,1,1,1,31,0
5758,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,181,0,1,0,1,NULL,NULL
5759,KOR,Limited,INITIAL_PURCHASE,Web, $38.25 ,93,1,1,1,1,12,8
5760,POR,Limited,RENEWAL,Web, $35.97 ,182,0,1,1,1,9,0
5761,ESP,Lifetime,INITIAL_PURCHASE,Web, $200.81 ,28815,0,1,1,1,31,9
5762,ESP,Limited,INITIAL_PURCHASE,Web, $65.94 ,183,0,1,0,1,NULL,NULL
5763,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,366,0,0,1,1,NULL,NULL
5764,FRA,Limited,RENEWAL,Web, $79.00 ,277,1,1,1,1,5,0
5766,ESP,Limited,RENEWAL,App, $-   ,274,0,0,1,1,0,0
5767,CHI,Limited,RENEWAL,App, $-   ,184,0,0,0,1,NULL,NULL
5768,ALL,Lifetime,INITIAL_PURCHASE,Web, $219.70 ,28776,0,0,0,0,0,0
5769,RUS,Limited,INITIAL_PURCHASE,Web, $71.30 ,366,0,0,1,1,12,4
5770,ESP,Limited,INITIAL_PURCHASE,App, $-   ,343,0,0,1,1,0,0
5771,FRA,Limited,INITIAL_PURCHASE,App, $-   ,295,0,0,0,1,0,0
5772,ITA,Limited,INITIAL_PURCHASE,Web, $-   ,90,0,1,1,1,0,0
5773,GLE,Limited,RENEWAL,App, $-   ,183,0,0,1,1,0,0
5774,EBR,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,1,0,1,NULL,NULL
5775,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28776,1,0,0,1,5,0
5776,ENG,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,NULL,NULL
5777,ESC,Limited,RENEWAL,Web, $119.00 ,549,0,1,0,1,0,0
5778,ESP,Limited,RENEWAL,App, $-   ,184,0,0,1,1,1,0
5779,FRA,Limited,RENEWAL,App, $-   ,182,0,1,1,1,18,2
5780,ESC,Limited,INITIAL_PURCHASE,Web, $-   ,274,0,0,0,1,194,0
5781,ESP,Limited,INITIAL_PURCHASE,Web, $38.13 ,94,1,1,1,1,2,0
5782,ALL,Lifetime,INITIAL_PURCHASE,Web, $208.95 ,28776,0,0,0,0,5,0
5783,TGL,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,1,1,5,0
5784,ARA,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5785,GRK,Limited,RENEWAL,App, $-   ,274,0,0,1,1,0,0
5786,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,31,0
5787,JPN,Limited,RENEWAL,Web, $82.62 ,366,0,0,0,1,2,0
5788,ARA,Lifetime,INITIAL_PURCHASE,Web, $-   ,29236,0,1,1,1,0,0
5789,NED,Limited,INITIAL_PURCHASE,Web, $35.97 ,91,0,0,1,1,1,0
5790,ENG,Limited,INITIAL_PURCHASE,Web, $-   ,273,0,0,1,1,NULL,NULL
5791,ARA,Limited,INITIAL_PURCHASE,Web, $-   ,198,0,1,1,1,3,0
5792,FRA,Limited,INITIAL_PURCHASE,Web, $69.90 ,185,0,1,1,1,2,0
5793,ITA,Limited,RENEWAL,Web, $35.97 ,185,1,1,1,1,11,0
5794,HEB,Limited,RENEWAL,App, $-   ,181,0,0,1,1,0,0
5795,DEU,Limited,RENEWAL,App, $-   ,186,0,1,1,1,NULL,NULL
5796,ESC,Limited,INITIAL_PURCHASE,Web, $50.42 ,183,0,1,0,1,NULL,NULL
5797,JPN,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,0,1,NULL,NULL
5798,FRA,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5799,ENG,Lifetime,INITIAL_PURCHASE,App, $-   ,28767,0,0,1,1,0,0
5800,ALL,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,3,0
5801,ENG,Limited,INITIAL_PURCHASE,App, $-   ,182,1,1,1,1,3,3
5802,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28772,0,1,1,1,47,9
5803,ALL,Lifetime,INITIAL_PURCHASE,App, $-   ,28787,0,0,1,1,20,14
5805,ESC,Limited,INITIAL_PURCHASE,Web, $14.08 ,365,0,1,1,1,20,1
5806,ESP,Limited,RENEWAL,Web, $119.00 ,547,0,1,1,1,0,0
5807,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,1,1,0,0
5808,EBR,Limited,INITIAL_PURCHASE,Web, $9.76 ,731,0,0,0,0,NULL,NULL
5809,HEB,Limited,INITIAL_PURCHASE,Web, $38.13 ,91,0,1,1,1,0,0
5810,FRA,Limited,INITIAL_PURCHASE,App, $-   ,194,0,0,1,1,2,0
5811,ALL,Lifetime,INITIAL_PURCHASE,Web, $210.94 ,28776,1,1,1,1,19,13
5812,ARA,Limited,RENEWAL,App, $-   ,368,1,0,1,1,0,0
5813,ALL,Limited,INITIAL_PURCHASE,Web, $95.88 ,365,0,0,1,1,2,0
5814,TGL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28956,0,0,1,1,2,2
5815,EBR,Limited,RENEWAL,Web, $119.00 ,365,0,0,1,1,1,1
5816,ESP,Limited,INITIAL_PURCHASE,App, $-   ,337,1,1,1,1,2,0
5817,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28769,0,1,1,1,102,10
5818,FRA,Limited,RENEWAL,Web, $109.00 ,366,0,1,1,1,1,0
5819,ENG,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,1,1,NULL,NULL
5820,ENG,Limited,INITIAL_PURCHASE,App, $-   ,183,0,0,1,1,NULL,NULL
5821,ESP,Limited,INITIAL_PURCHASE,App, $-   ,344,0,0,1,1,0,0
5822,NED,Limited,INITIAL_PURCHASE,Web, $10.51 ,731,0,1,0,1,NULL,NULL
5823,ESP,Limited,INITIAL_PURCHASE,App, $-   ,95,1,1,0,1,NULL,NULL
5824,ESP,Limited,RENEWAL,Web, $109.00 ,366,0,1,1,1,3,0
5825,DEU,Limited,INITIAL_PURCHASE,Web, $35.97 ,95,1,1,1,1,5,3
5826,ENG,Limited,INITIAL_PURCHASE,App, $-   ,31,0,0,0,1,NULL,NULL
5827,ALL,Lifetime,INITIAL_PURCHASE,Web, $214.32 ,28775,0,0,0,0,5,0
5828,EBR,Limited,INITIAL_PURCHASE,Web, $23.92 ,365,0,1,0,1,8,8
5829,ESP,Limited,RENEWAL,App, $-   ,282,1,0,1,1,0,0
5830,ESP,Limited,RENEWAL,App, $-   ,369,0,0,1,1,0,0
5831,DEU,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,1,1,0,0
5832,KOR,Limited,RENEWAL,App, $-   ,159,1,0,0,1,1,1
5833,ESP,Limited,RENEWAL,App, $-   ,357,0,0,1,1,2,0
5834,TUR,Limited,INITIAL_PURCHASE,App, $-   ,197,1,1,0,1,NULL,NULL
5835,EBR,Limited,INITIAL_PURCHASE,Web, $48.52 ,92,0,1,0,1,NULL,NULL
5836,ALL,Lifetime,INITIAL_PURCHASE,Web, $362.49 ,28770,0,1,1,1,1,1
5837,DEU,Limited,INITIAL_PURCHASE,Web, $35.97 ,90,0,1,1,1,5,0
5838,KOR,Limited,INITIAL_PURCHASE,Web, $27.37 ,92,0,1,0,1,NULL,NULL
5839,HIN,Limited,RENEWAL,App, $-   ,183,0,0,0,1,NULL,NULL
5840,ALL,Lifetime,INITIAL_PURCHASE,Web, $215.67 ,28794,0,1,1,1,0,0
5841,JPN,Limited,INITIAL_PURCHASE,App, $-   ,92,1,0,0,1,NULL,NULL
5842,ENG,Limited,RENEWAL,App, $-   ,366,0,0,1,1,NULL,NULL
5843,ITA,Limited,INITIAL_PURCHASE,App, $-   ,288,0,0,0,1,2,0
5844,ALL,Lifetime,INITIAL_PURCHASE,Web, $121.20 ,28766,0,0,0,0,NULL,NULL
5845,ESC,Limited,INITIAL_PURCHASE,App, $-   ,98,1,1,1,1,0,0
5847,ESC,Limited,INITIAL_PURCHASE,Web, $61.23 ,92,0,1,1,1,0,0
5848,ITA,Limited,RENEWAL,Web, $35.97 ,183,0,1,1,1,3,0
5849,ENG,Limited,INITIAL_PURCHASE,App, $-   ,330,0,0,0,1,0,0
5850,EBR,Limited,INITIAL_PURCHASE,App, $-   ,309,0,0,1,1,0,0
5851,ESP,Limited,RENEWAL,App, $-   ,368,1,0,1,1,0,0
5852,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5853,ALL,Limited,INITIAL_PURCHASE,Web, $124.50 ,730,0,1,0,1,18,9
5854,ALL,Lifetime,INITIAL_PURCHASE,Web, $199.00 ,28771,1,1,0,1,36,34
5855,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28791,0,1,0,1,92,11
5856,JPN,Limited,RENEWAL,App, $-   ,184,0,0,0,1,NULL,NULL
5857,ESP,Limited,RENEWAL,App, $-   ,369,1,0,1,1,6,0
5858,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28798,0,0,1,1,89,41
5859,ALL,Limited,INITIAL_PURCHASE,Web, $170.94 ,365,1,1,1,1,50,36
5860,TGL,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,1,1,0,0
5861,POR,Limited,INITIAL_PURCHASE,App, $-   ,95,1,1,0,1,NULL,NULL
5862,JPN,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,4,0
5863,FRA,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,1,1,1,0
5864,FRA,Limited,INITIAL_PURCHASE,Web, $10.69 ,731,0,1,1,1,16,0
5865,ESP,Limited,RENEWAL,App, $-   ,182,0,0,1,1,0,0
5866,RUS,Limited,RENEWAL,App, $-   ,184,0,0,1,1,0,0
5867,DEU,Limited,INITIAL_PURCHASE,Web, $102.21 ,366,0,1,1,1,NULL,NULL
5868,ALL,Lifetime,INITIAL_PURCHASE,Web, $210.54 ,28776,0,0,1,1,72,18
5869,ESC,Limited,INITIAL_PURCHASE,App, $-   ,89,0,0,0,1,NULL,NULL
5870,ENG,Limited,INITIAL_PURCHASE,App, $-   ,90,0,0,1,1,NULL,NULL
5871,FRA,Limited,RENEWAL,App, $-   ,184,0,0,1,1,4,0
5872,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,365,0,1,0,1,144,5
5873,EBR,Limited,INITIAL_PURCHASE,Web, $59.55 ,92,0,0,0,0,NULL,NULL
5875,ESP,Limited,RENEWAL,App, $-   ,61,0,1,0,1,NULL,NULL
5877,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,0,0
5878,ESP,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,1,NULL,NULL
5879,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28795,0,1,1,1,63,31
5880,ENG,Limited,INITIAL_PURCHASE,Web, $35.97 ,92,0,0,1,1,7,0
5881,FRA,Limited,INITIAL_PURCHASE,App, $-   ,91,0,0,0,1,NULL,NULL
5882,ENG,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,1,1,NULL,NULL
5883,ALL,Lifetime,INITIAL_PURCHASE,Web, $201.47 ,28886,0,0,1,1,0,0
5884,ALL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28804,0,0,0,1,0,0
5885,ESC,Limited,INITIAL_PURCHASE,Web, $10.81 ,731,0,0,0,0,0,0
5886,DEU,Limited,RENEWAL,App, $-   ,338,0,0,1,1,0,0
5887,TGL,Lifetime,INITIAL_PURCHASE,Web, $189.00 ,28856,1,1,1,1,0,0
5888,JPN,Limited,INITIAL_PURCHASE,App, $-   ,366,1,0,1,1,0,0
5889,ESP,Limited,RENEWAL,Web, $19.99 ,61,0,0,0,1,NULL,NULL
5890,KOR,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,0,0
5891,ESC,Limited,INITIAL_PURCHASE,Web, $27.36 ,108,1,1,0,1,NULL,NULL
5892,ESP,Limited,RENEWAL,App, $-   ,276,0,0,1,1,NULL,NULL
5893,ENG,Limited,INITIAL_PURCHASE,App, $-   ,92,0,0,0,0,NULL,NULL
5894,JPN,Limited,INITIAL_PURCHASE,App, $-   ,184,0,0,1,1,21,0
5895,ESP,Limited,INITIAL_PURCHASE,App, $-   ,365,0,0,1,1,6,0
5896,JPN,Limited,RENEWAL,App, $-   ,182,0,0,1,1,1,0
5897,ESC,Limited,RENEWAL,App, $-   ,182,0,0,1,1,NULL,NULL
5898,SVE,Limited,INITIAL_PURCHASE,Web, $76.55 ,95,1,1,1,1,33,15
5899,ENG,Limited,INITIAL_PURCHASE,App, $-   ,183,0,0,1,1,NULL,NULL
5900,ESP,Limited,INITIAL_PURCHASE,App, $-   ,330,0,0,1,1,8,2
5901,TGL,Limited,RENEWAL,App, $-   ,369,1,0,1,1,0,0
5902,GRK,Limited,RENEWAL,App, $-   ,278,0,0,0,1,NULL,NULL
5903,ESC,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,0,0
5904,JPN,Limited,INITIAL_PURCHASE,App, $-   ,182,0,0,1,1,NULL,NULL
5905,ALL,Lifetime,INITIAL_PURCHASE,Web, $212.13 ,28894,1,1,1,1,0,0
5906,LAT,Limited,INITIAL_PURCHASE,Web, $193.99 ,366,0,1,1,1,1,0
5907,ESP,Limited,INITIAL_PURCHASE,Web, $-   ,92,0,1,1,1,4,0
5908,ENG,Limited,RENEWAL,App, $-   ,368,1,0,1,1,NULL,NULL
5909,JPN,Limited,RENEWAL,App, $-   ,368,1,0,0,1,3,1
5910,DEU,Limited,INITIAL_PURCHASE,App, $-   ,366,0,0,0,1,20,20
